p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
0.000101698129331102	-0.55489596310455	0.051	0.118	1	LYAR
0.00010190242662892	0.265194864345544	0.78	0.636	1	TSPO
0.000129134743966012	0.394678924326789	0.384	0.228	1	CFD
0.00013673905694796	0.393771333610986	0.575	0.412	1	S100A12
0.000253675123213589	-0.273820845492049	0.133	0.101	1	YWHAQ
0.00026619285176084	0.356562527110428	0.45	0.298	1	LY86
0.000328547546383947	-0.387858149062447	0.246	0.281	1	SELL
0.000457544885005606	0.321157585963426	0.602	0.465	1	TYMP
0.000466458132761097	0.347564026641693	0.113	0.035	1	ZCCHC10
0.000516468511668784	0.307380292796354	0.365	0.224	1	PPP1R15A
0.000532482873694031	0.285870542501555	0.513	0.36	1	CPVL
0.000532885142596581	0.378422679761853	0.271	0.145	1	MIDN
0.000637609894316689	0.39721177941632	0.279	0.154	1	NR4A2
0.000656147679855972	-0.43582353545016	0.047	0.118	1	ABCF1
0.000725342401282412	0.300576382199379	0.544	0.399	1	PPDPF
0.000900192731998999	0.268796046486959	0.548	0.399	1	ATP6V0B
0.000942089591855221	-0.510041516707243	0.082	0.154	1	IL2RG
0.00100234118756718	0.263249465432271	0.46	0.316	1	SET
0.00109875727471716	-0.350930280344837	0.207	0.246	1	GADD45GIP1
0.00124279035160579	0.280105126113565	0.361	0.228	1	CTSB
0.00153181753047496	0.297185841862708	0.181	0.083	1	TCOF1
0.00174043501701929	0.321014164765714	0.394	0.263	1	EIF3M
0.00187123851146589	0.33636685825144	0.105	0.035	1	URM1
0.0020042314368702	0.388524811283153	0.138	0.057	1	LILRB2
0.00200622651500152	-0.302915300382481	0.234	0.263	1	HSPA8
0.00219208609386226	-0.270255033646898	0.47	0.482	1	MIF
0.00219703605679283	0.259906993578055	0.497	0.36	1	TALDO1
0.0023090022481834	0.345069882159489	0.111	0.039	1	KDELR1
0.00244760832630622	-0.416965223543785	0.07	0.14	1	IMP3
0.00249312509546195	0.266516817781698	0.536	0.399	1	VCAN
0.00307226164637804	-0.271058231639243	0.368	0.36	1	ARF6
0.00313653489228205	0.399045021166766	0.146	0.066	1	SLC11A1
0.00357516190325304	0.267751257136588	0.181	0.092	1	CRTAP
0.0040493439153442	0.385381972236434	0.121	0.048	1	EREG
0.00415054029621969	0.271225923795807	0.129	0.053	1	PCGF5
0.00416956527689453	-0.323337967395084	0.058	0.114	1	TNFSF10
0.00437319109928591	0.376260425970787	0.263	0.162	1	CLEC12A
0.00476273834643339	-0.251608134461035	0.359	0.382	1	DYNLL1
0.00493116823501961	0.317591516176053	0.322	0.211	1	RAB31
0.00497458845892393	0.340535627439275	0.24	0.145	1	NCF2
0.00551176026538812	0.278092140260104	0.209	0.114	1	CHCHD5
0.00588024381161642	-0.304252086881942	0.086	0.101	1	GYPC
0.00622801659516373	0.291903233040723	0.125	0.053	1	ITSN2
0.00635332233643295	0.313269208889576	0.175	0.092	1	GSN
0.0065304165773571	-0.404741662385457	0.053	0.118	1	CD2
0.00668458928551625	0.287723600421311	0.218	0.123	1	NAMPT
0.00684610704472447	0.345008031199593	0.386	0.276	1	ASAH1
0.00686169769770534	0.377501734620705	0.101	0.048	1	INSR
0.0091445533523423	-0.280249918832589	0.209	0.197	1	USP15
0.00929983687535448	0.285483386754062	0.109	0.048	1	LRCH4
0.0100934780903284	0.264677054166011	0.357	0.246	1	ATP5A1
0.0106117225496043	-0.314230467945278	0.314	0.404	1	TRMT112
0.0107857287695729	0.31902096377114	0.207	0.118	1	DNAJC15
0.0112122625775244	0.272426253262696	0.179	0.096	1	EGR1
0.0119022627336083	-0.425149097648624	0.133	0.197	1	CCND3
0.0119187977438028	0.353025046118172	0.123	0.07	1	ROGDI
0.012594903254622	0.318801771922745	0.339	0.237	1	GPR183
0.0126697944268248	0.259536198283671	0.312	0.211	1	HEBP2
0.0135004525093333	-0.316145568409488	0.127	0.162	1	RPS19BP1
0.0143294743126005	0.288309909026973	0.23	0.14	1	ALDH2
0.0143655284956887	0.283482900758434	0.105	0.044	1	SIK1
0.0144058482045959	0.290063398067681	0.318	0.215	1	FGR
0.0144838269781889	0.279085575434567	0.318	0.215	1	SDCBP
0.0145507934673288	-0.28653195654822	0.402	0.421	1	BTG1
0.0167509927965995	0.255078230676446	0.302	0.206	1	LAPTM4A
0.0183982989318026	-0.296543428495219	0.062	0.123	1	SIPA1
0.0191234380751585	-0.25476729419329	0.105	0.132	1	HSPB1
0.0191550747966841	-0.277086536161046	0.115	0.136	1	OCIAD1
0.0202436183608455	0.323257028410111	0.211	0.136	1	HEXB
0.0205883402448685	-0.316884216999328	0.113	0.18	1	HNRNPF
0.0209764775708932	-0.307088716258762	0.062	0.123	1	SAR1A
0.0209968485418539	0.275282321563022	0.111	0.053	1	TMEM107
0.0210297610133213	-0.27224813317686	0.189	0.211	1	VAMP5
0.0213355584439497	-0.261198619941997	0.181	0.189	1	DNAJC8
0.0239698689894036	-0.37999335570943	0.076	0.136	1	EVL
0.0241855420915854	0.258432522309858	0.16	0.088	1	TOMM5
0.0269608787356038	0.283867205338753	0.117	0.057	1	AMFR
0.0279145596739995	0.28156863462943	0.193	0.118	1	ITGAE
0.0294405436707718	-0.320266520778445	0.131	0.184	1	MZT2A
0.0297778557810853	0.284595807594899	0.109	0.053	1	PTBP3
0.0304122370534614	0.256779024791869	0.113	0.057	1	HEXA
0.0320155838763683	-0.292311291993656	0.119	0.162	1	PRMT2
0.0328226777899646	0.270683477626782	0.324	0.232	1	SYF2
0.0339703212306367	0.287145108056433	0.181	0.11	1	F13A1
0.0347067207189688	-0.288703283123002	0.183	0.219	1	TMED2
0.0368106112396336	0.291539764579936	0.23	0.154	1	HADHA
0.0374990149819859	-0.259819858199304	0.201	0.224	1	DNAJC7
0.0377587110029035	0.252232091348132	0.136	0.075	1	PARL
0.037816929094378	-0.306328004645733	0.173	0.224	1	VPS35
0.0380556489955839	-0.31234560954043	0.138	0.171	1	FNBP1
0.0404982500000259	0.282661977319008	0.251	0.175	1	RAN
0.0415948598465914	0.255888939047349	0.148	0.083	1	HIF1A
0.0448909935219972	-0.314230779922092	0.138	0.18	1	TRAF3IP3
0.0460679357630918	-0.280481892213412	0.253	0.281	1	EIF3D
0.0466782268256452	0.268088906329679	0.181	0.127	1	SSNA1
0.0473588368121652	-0.293386756286887	0.148	0.184	1	AKAP13
0.0479816555191823	-0.270021256739099	0.232	0.259	1	HNRNPA3
0.0499433273734203	-0.37164727372336	0.117	0.171	1	RNF213
0.0504221524228504	-0.26431485691818	0.115	0.132	1	PPP1R2
0.0504906710176453	-0.32693969739168	0.088	0.118	1	SRP19
0.0509260342393148	0.250272238922638	0.111	0.057	1	LRRK2
0.0548993695455636	0.275749905268003	0.175	0.123	1	LMNA
0.0558718631998996	-0.310107754702689	0.29	0.346	1	C1orf56
0.057459019230714	-0.419981292442976	0.066	0.101	1	AAK1
0.0584001204474816	0.282866064925238	0.15	0.096	1	SYK
0.0590502058859669	-0.293511571464728	0.111	0.132	1	LTB
0.0593639285695242	0.28693558357991	0.121	0.07	1	EFCAB2
0.0673730053342969	-0.272707385087674	0.337	0.395	1	CDC42SE1
0.0725452570929829	-0.270913026242497	0.244	0.307	1	SCAND1
0.0753859336222086	-0.288256130325809	0.072	0.11	1	PPP2R1A
0.0760599831381237	-0.307196271030087	0.109	0.154	1	RARRES3
0.0805513951665822	-0.255411999636251	0.261	0.311	1	LSM3
0.0845744297049844	-0.263495644589566	0.07	0.105	1	CD300A
0.0892684547768119	-0.282682007715422	0.173	0.193	1	FOXN3
0.0897059282265393	0.268376324302772	0.129	0.079	1	MATR3
0.0949881555583012	-0.256216031630085	0.133	0.162	1	ORMDL1
0.109488985300102	0.285223733046411	0.131	0.096	1	RASSF3
0.121996381252692	0.271743069769364	0.189	0.145	1	WTAP
0.136067648466411	0.267277263080485	0.101	0.066	1	PAN3
