p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
0.012878819625485	0.425213913641813	0.457	0.287	1	RAB32
0.0134559949237999	0.511875688229944	0.157	0.056	1	TAGAP
0.0140389686767399	0.531080882481317	0.2	0.08	1	CHMP5
0.0143595615942513	-0.320392589703208	0.086	0.217	1	IFNGR2
0.0146559249898106	0.433742542813097	0.486	0.388	1	PRDX5
0.0146697490920953	0.495036424711725	0.129	0.035	1	ATP2A2
0.0150321046499585	-0.500967034054339	0.086	0.227	1	EIF6
0.0153627562849191	0.535792201651828	0.229	0.108	1	TAOK3
0.0155033733631018	0.554283650415786	0.114	0.028	1	ANKRD40
0.0157708774229984	0.665353197906287	0.2	0.091	1	PIN4
0.0164120846026994	0.44641025096934	0.171	0.059	1	MAT2A
0.0164255753320677	0.389158998368168	0.2	0.077	1	BIRC6
0.0167239726456552	-0.439693754461983	0.143	0.304	1	PHPT1
0.0172194961583883	0.38514559519033	0.486	0.315	1	FGL2
0.0173485598027766	0.44329920243168	0.371	0.269	1	CD48
0.0178504803662608	0.441393197637704	0.2	0.08	1	UBAC2
0.0181653547770054	-0.444317045763861	0.029	0.133	1	SULT1A1
0.0193131720014406	-0.34348818169597	0.043	0.157	1	PHB
0.0198357614456179	-0.35416492572823	0.071	0.199	1	DDIT4
0.0198803472877472	0.384819697790214	0.314	0.161	1	NFKBIZ
0.0202887301343956	0.481356084496394	0.214	0.091	1	HDAC9
0.0215585766241918	-0.405787545033865	0.086	0.22	1	SNX10
0.0220606272974688	-0.444987314112943	0.029	0.126	1	BCL7C
0.0225873507838	0.483074658716781	0.229	0.136	1	PCMT1
0.0227125896454671	-0.346340259779429	0.014	0.101	1	AAED1
0.0228347452216222	-0.371994390452893	0.629	0.78	1	RPSA
0.0231829342896523	0.489071177025608	0.243	0.122	1	ANKRD28
0.0238142590154045	0.49348144833724	0.329	0.206	1	ST13
0.0242954226186198	0.38183135120966	0.143	0.045	1	CYTH4
0.0249173980516969	0.518172495883314	0.229	0.108	1	BTG2
0.0257775756102423	-0.456419200211868	0.057	0.164	1	HADHB
0.0261561024145959	-0.403764324224403	0.057	0.175	1	HN1
0.0266806005583285	-0.345247841957588	0.114	0.252	1	UBE2D2
0.0284675489713445	-0.255524350908446	0.714	0.811	1	RPL4
0.0286179775185324	-0.316697972944721	0.571	0.727	1	ITM2B
0.0291542971050984	0.458948702943728	0.186	0.077	1	RNF13
0.0293039940198869	0.296991743438782	0.129	0.038	1	CRIP3
0.0293420233014247	0.647575729571321	0.143	0.059	1	USP8
0.0296733173966571	0.451057185773775	0.371	0.248	1	NR4A2
0.0315318126127327	0.40252999014684	0.214	0.171	1	TRMT1
0.0318203664296555	0.251344933681256	0.143	0.049	1	ORAI3
0.0332585669859902	0.479629055526153	0.214	0.122	1	SF3B1
0.033510606166663	0.307291196559883	0.271	0.136	1	DNAJB11
0.0336379387100588	-0.361896223892561	0.029	0.122	1	PAFAH1B2
0.0337701927928414	0.466138603676554	0.243	0.168	1	MYADM
0.0347319296076689	-0.253462502737939	0.029	0.115	1	TSPAN4
0.0362535902855406	-0.450389578287042	0.071	0.189	1	IFT20
0.0382422767442158	0.376762974721602	0.486	0.36	1	MRPL33
0.0386667833735012	-0.447085395196173	0.114	0.245	1	BCAP31
0.0388086220863658	0.417767284239231	0.257	0.147	1	IDS
0.0390367247909874	0.480233004869805	0.129	0.049	1	DCAF7
0.0392321477056387	-0.384438737519288	0.129	0.266	1	CHP1
0.040224656269406	-0.431327399159413	0.043	0.143	1	SMCHD1
0.0433604121214017	0.341886100680092	0.314	0.175	1	RBPJ
0.0452770320537575	0.461688830394261	0.2	0.108	1	ZNF511
0.0476182855558587	-0.376016114814667	0.043	0.14	1	SYNGR1
0.0488270944846098	-0.448248746703257	0.214	0.343	1	LAPTM4A
0.049478825134707	-0.321132602110387	0.257	0.413	1	MAP3K8
0.0502129785101228	0.355690034018983	0.186	0.08	1	MFF
0.0509094915910487	0.368463198383691	0.329	0.206	1	ACTR3
0.0517873757652291	0.448137050993488	0.143	0.059	1	YAF2
0.0521704117125234	0.290691507306993	0.371	0.329	1	SRSF3
0.0537489579756794	-0.29530110800738	0.057	0.154	1	RNF213
0.0558830691843316	-0.342710107738029	0.029	0.112	1	SMIM7
0.0575917297585834	0.31756686717541	0.129	0.045	1	INO80E
0.0577763319429601	0.307832284405052	0.543	0.395	1	CD44
0.0579314452899605	0.326629455246748	0.114	0.038	1	ZNF148
0.0580130237014337	0.318052254153091	0.443	0.395	1	KLF4
0.0580359605097909	0.433296569164816	0.171	0.094	1	PPP1CC
0.0585897447641346	0.301599452287029	0.443	0.294	1	CD68
0.0599153161243861	0.315146757300237	0.129	0.045	1	ADD3
0.0602564763521864	0.254077531228562	0.129	0.045	1	TNFSF10
0.0609427814752354	0.503843281725264	0.114	0.063	1	CARHSP1
0.0613842207739645	0.437471144121196	0.186	0.108	1	ZCRB1
0.0618554616633052	0.445111778184048	0.114	0.042	1	FNDC3B
0.0620087451846143	0.325835040487544	0.557	0.531	1	SUB1
0.0634559148169026	0.326902860411118	0.229	0.115	1	FAM65B
0.064128569873156	0.490227571233011	0.214	0.122	1	RAB11FIP1
0.0666509625547798	0.424435796090538	0.3	0.21	1	MTPN
0.0668917284126227	-0.324305655607484	0.057	0.154	1	PSMB4
0.0691015883782384	0.298518102353374	0.4	0.336	1	SNRPE
0.0704839820620535	-0.363221533024624	0.1	0.213	1	TRAM1
0.0711376259558333	0.417533460993945	0.186	0.098	1	MRPS18C
0.0729344211106349	-0.285472469583223	0.029	0.105	1	EMC10
0.0741399620433496	-0.293544676293751	0.114	0.231	1	MRPL20
0.0742342409945411	-0.395361477641147	0.171	0.287	1	CAPZA1
0.0743073727403519	-0.26056431130184	0.086	0.185	1	C19orf60
0.0766334189020941	-0.410049193152447	0.071	0.171	1	IER3IP1
0.0776083169321185	0.338892871722362	0.229	0.119	1	WAC
0.0776923384571443	0.418764695086992	0.171	0.08	1	RNASEH2B
0.0777983257471942	0.279198197469191	0.471	0.458	1	CFP
0.0778589458429488	0.261325648221328	0.186	0.175	1	C20orf24
0.0780367356199364	-0.363145728957375	0.057	0.15	1	FRG1B
0.0795979402605775	0.362779809682887	0.214	0.143	1	EIF3A
0.0810466668172331	0.349383896709868	0.129	0.049	1	RTN1
0.081177171310342	-0.422809585855752	0.143	0.259	1	HNRNPA0
0.0812732297586976	-0.298710226663896	0.029	0.105	1	SNAP23
0.0819412494263471	-0.266142781580601	0.157	0.276	1	PYURF
0.0820080799929079	0.468973497962459	0.157	0.084	1	MED30
0.0824925326575984	0.425613704641321	0.143	0.073	1	MRPL18
0.0839418863873207	0.298387640796774	0.414	0.318	1	LAMTOR5
0.0862198628490358	0.393142721232701	0.143	0.073	1	ZFC3H1
0.0864943704813789	-0.376988062071568	0.043	0.126	1	PHB2
0.0871649062010225	0.273667978755501	0.771	0.682	1	TCEB2
0.0891263506232908	0.490699434420301	0.129	0.056	1	STAT2
0.0895938283044261	-0.308895455508638	0.029	0.101	1	FCGR2B
0.0896024405207488	-0.347112715461849	0.043	0.126	1	MORF4L2
0.0905835826235309	0.418506596911471	0.157	0.073	1	TPPP3
0.0905897236034832	-0.330207721370571	0.043	0.126	1	HHEX
0.0913361043296075	-0.331531017094689	0.043	0.126	1	MANBA
0.0919329217729627	-0.317720784497752	0.214	0.343	1	IFITM3
0.0929997953278271	0.418426230630216	0.214	0.119	1	SLC11A1
0.094401983775687	0.318678136773636	0.386	0.287	1	SLIRP
0.0944207502481128	0.478306441079745	0.329	0.231	1	TIMM13
0.0944423432209282	0.374805367786411	0.314	0.224	1	C9orf16
0.0948109429051962	-0.394788070369976	0.071	0.157	1	PID1
0.0956713784915249	0.306455758373407	0.471	0.346	1	EIF5A
0.0958416005872383	0.345718195690979	0.157	0.07	1	SCIMP
0.0961861905169343	0.356414715645351	0.243	0.175	1	CCDC109B
0.0973070146975041	-0.394450790693614	0.229	0.353	1	CAPZB
0.0982142862406466	-0.411644095239705	0.114	0.22	1	PFDN4
0.0989117048602713	0.320806601735798	0.129	0.108	1	PPP1R18
0.0989394582146266	0.373047335207999	0.229	0.164	1	ESD
0.099075833738596	0.397431657251335	0.171	0.091	1	RASSF2
0.0996718465205854	0.330872796258359	0.2	0.108	1	ARHGAP30
0.100902291265446	0.361108182146384	0.386	0.262	1	NDUFAB1
0.101718778559509	0.329026921910497	0.414	0.29	1	LTA4H
0.102011667481035	0.344796369729196	0.157	0.073	1	RIOK3
0.102730822630012	0.319048795894717	0.386	0.315	1	TUBA1A
0.103653629060117	0.33400349200001	0.214	0.147	1	ACAP2
0.104240975493051	-0.367004176151303	0.057	0.143	1	DNAJC4
0.104624568712797	0.388881915694141	0.271	0.217	1	HCK
0.105415201617956	-0.397940064891676	0.043	0.115	1	KDM2A
0.105751090056459	0.315343670495729	0.143	0.063	1	TTC1
0.106354989453639	-0.339392623776222	0.043	0.122	1	PTBP3
0.106951090222203	0.342478506209502	0.186	0.098	1	MSRB1
0.10801336114987	0.356532038573452	0.143	0.063	1	NOP58
0.108435049556418	0.403541215847462	0.143	0.077	1	MRPL36
0.109445902716948	0.322358982352625	0.4	0.28	1	PSMB8
0.109530319556277	-0.317683865813625	0.043	0.119	1	NUDT16
0.11103707193532	-0.368320653653251	0.086	0.178	1	ERICH1
0.111795785652262	0.304458749799788	0.143	0.066	1	MRPL13
0.112981184470981	0.285465891829721	0.629	0.542	1	CALM1
0.113245552453241	0.278299592038339	0.471	0.343	1	GLIPR1
0.113679451422535	0.426462588991589	0.257	0.168	1	LMNA
0.113731460763059	0.382311279124	0.186	0.105	1	MPC1
0.114567574954327	0.351965064523106	0.229	0.126	1	THOC7
0.114709654909093	0.332823971740536	0.329	0.227	1	COX16
0.115061504408697	0.336599048096131	0.243	0.185	1	TMED2
0.115084403990341	0.326126493502732	0.2	0.105	1	ANKRD12
0.118507338302945	0.379102692020202	0.4	0.294	1	CCL3
0.119539763243241	-0.313137724383734	0.271	0.402	1	NDUFB4
0.119698065157204	-0.340400209356724	0.2	0.322	1	SEPT7
0.119841572666318	-0.407402565715026	0.057	0.129	1	HMHA1
0.119971491642075	0.291879516580311	0.329	0.308	1	SYF2
0.121383320439698	0.349198533444227	0.157	0.091	1	LPXN
0.122926510020074	-0.345447419512342	0.129	0.231	1	ARL5A
0.123145281911109	0.360812664591709	0.129	0.059	1	GNS
0.124962201167299	0.296020702953591	0.114	0.094	1	RARRES3
0.125996813993002	-0.310137134689884	0.057	0.14	1	OAZ2
0.126043603208903	0.418577683567491	0.114	0.045	1	PNKP
0.126482251963543	-0.269942411937664	0.571	0.647	1	EIF3K
0.127264043869651	0.335831291147713	0.157	0.077	1	PDHB
0.127905135389931	-0.256825741209987	0.071	0.157	1	NKTR
0.128571126875034	0.369197108624332	0.186	0.112	1	CORO1B
0.129772290133931	0.36960653788078	0.214	0.129	1	ID1
0.129831223420522	0.427305208668438	0.114	0.052	1	CD2
0.130318047807515	0.305261541622209	0.114	0.049	1	LSM1
0.13066969826707	0.253361546703188	0.786	0.689	1	LGALS2
0.132862516788546	0.27215808437161	0.186	0.098	1	CD1D
0.132968612056576	0.504986158413758	0.114	0.052	1	IMP3
0.136365143853046	0.323809338124255	0.357	0.269	1	BID
0.136394771585096	0.285452728786034	0.329	0.22	1	CBX3
0.136509608086466	0.319579131287746	0.529	0.444	1	LGALS3
0.139598914526887	0.263217391596954	0.129	0.056	1	YTHDF2
0.139677221712265	-0.366342385183189	0.429	0.51	1	IFITM2
0.140028850561781	0.297961397142231	0.143	0.066	1	RAB18
0.14026801724357	-0.26707270857517	0.043	0.115	1	GUSB
0.140370255237428	-0.331407222268612	0.043	0.112	1	CISD3
0.141294317824153	-0.3821219307562	0.114	0.21	1	FUS
0.143162007704153	0.326292533523392	0.286	0.262	1	IL8
0.143605895320668	0.321802617884866	0.114	0.056	1	PRPF19
0.145224849640043	0.287150368569637	0.429	0.339	1	SNRPF
0.145225316059481	-0.251327941036345	0.129	0.227	1	ECH1
0.145567165712095	0.325848956098017	0.171	0.087	1	SMIM19
0.145777395772043	0.40029804880348	0.114	0.056	1	CACUL1
0.145987569562079	0.33370538669623	0.243	0.157	1	SRSF6
0.148187353099402	0.386665634166589	0.214	0.126	1	KCTD12
0.148232548450287	0.267185666195726	0.486	0.395	1	PTPRC
0.149622927054869	0.269736803270862	0.557	0.444	1	RBM39
0.149924119725541	-0.325435838900749	0.1	0.192	1	NXT1
0.151500096237099	0.255648712944363	0.243	0.143	1	DYNLRB1
0.15271935720321	-0.256876483834802	0.329	0.455	1	WDR83OS
0.153881145606478	0.27710942720503	0.186	0.105	1	CCT3
0.153915370639679	-0.348902789334553	0.357	0.465	1	NDUFC2
0.154764793717975	0.299245736776045	0.257	0.185	1	IFI16
0.15499391521659	0.376597077359726	0.129	0.066	1	NUCB2
0.155455299617579	0.343169739435903	0.186	0.108	1	GLUD1
0.156018850193334	0.369037063141356	0.286	0.196	1	EIF5
0.15800747303852	-0.332096992446787	0.129	0.227	1	VAMP5
0.159501183051195	0.33301340872545	0.243	0.161	1	VASP
0.160574087206072	-0.366158588777917	0.114	0.196	1	CLK1
0.161061914609225	0.276695381598773	0.3	0.192	1	UQCRC1
0.161429324601493	0.332829867335055	0.214	0.143	1	RNASE2
0.162164275983408	0.274536554857915	0.114	0.049	1	ERBB2IP
0.16260629021057	0.337805603550582	0.143	0.07	1	C11orf48
0.163648080533969	-0.261334423191093	0.271	0.392	1	ATP5C1
0.16502343933409	0.292086024931257	0.286	0.185	1	C16orf13
0.166287084776711	0.334542308189831	0.157	0.084	1	APPL1
0.167062508343408	0.300167529632348	0.471	0.378	1	LRRFIP1
0.167075255650719	-0.267191762885941	0.043	0.112	1	CPNE3
0.167635001082722	0.341238485570997	0.229	0.136	1	ACAA1
0.167657354411667	0.278552958211302	0.357	0.329	1	RAB31
0.169284889374393	0.262293506091535	0.143	0.07	1	SPN
0.170868099295527	-0.287230103731965	0.329	0.451	1	NDUFA12
0.171712312270457	-0.260545603998994	0.229	0.343	1	PPA1
0.171938756438537	0.37655367459827	0.143	0.073	1	RBP7
0.17303145312321	0.316622804557632	0.329	0.301	1	CLEC2B
0.173691892730777	-0.33598663040818	0.057	0.126	1	ATG16L2
0.173970708298565	0.266030740169421	0.129	0.059	1	TMEM176A
0.176139098423969	0.268431649256014	0.157	0.084	1	CCDC50
0.177948583379516	-0.280436755245355	0.071	0.15	1	PIM3
0.178000174164633	-0.27963622333285	0.114	0.206	1	FIS1
0.178004333071346	0.417616212924582	0.143	0.08	1	IL17RA
0.179031556085361	0.316475868548301	0.186	0.133	1	ALOX5AP
0.180126682644568	0.283838357790729	0.114	0.052	1	DPEP2
0.183648422545731	0.322681872636406	0.143	0.08	1	PIH1D1
0.185859534229415	-0.311245864099926	0.057	0.126	1	VKORC1
0.191076139701188	0.312060607411579	0.186	0.115	1	IQGAP2
0.191627396089893	0.307598757668259	0.286	0.234	1	PFDN2
0.193067744835567	-0.337011629546289	0.086	0.164	1	BLOC1S2
0.194082281531962	0.320855067076428	0.329	0.234	1	C1QBP
0.194363415848167	-0.334230809143353	0.1	0.185	1	RPSAP58
0.195002095893833	-0.360304690895758	0.114	0.199	1	CNN2
0.195200475867766	0.317977466167149	0.186	0.115	1	LMO2
0.197057218878359	0.292206187929745	0.171	0.094	1	LAGE3
0.201850859209962	0.261667317376369	0.129	0.063	1	CHD4
0.204285208425062	0.298174970947787	0.514	0.434	1	PSMB3
0.205465840569811	-0.275123176642151	0.071	0.147	1	IL13RA1
0.205597812147028	-0.263325972768414	0.071	0.147	1	MIS18BP1
0.207093966143362	0.252437786275512	0.143	0.073	1	MRPL3
0.207772802094254	0.280819573860661	0.671	0.594	1	TPI1
0.208101272297153	0.328737698434741	0.229	0.185	1	C1orf63
0.20961850823904	0.315190232866403	0.257	0.185	1	MRPL51
0.209862767116565	0.290009192500789	0.129	0.105	1	PLD4
0.21120808651437	0.274360339524939	0.271	0.248	1	RABAC1
0.211488201072732	0.314034020573015	0.143	0.084	1	FDX1
0.212952787757515	-0.31567935690095	0.071	0.14	1	PTPN18
0.213031352036171	0.288388439586974	0.2	0.154	1	DOCK8
0.213202994156584	0.257306182892187	0.5	0.385	1	YWHAZ
0.213959713102636	0.255543824105386	0.129	0.063	1	BAZ2B
0.214503938941541	-0.269740210121516	0.271	0.381	1	HNRNPDL
0.215696252629938	0.313406367001302	0.171	0.136	1	OS9
0.216061095344802	0.268131382642099	0.143	0.08	1	RSU1
0.217024609631454	-0.278890848093018	0.243	0.35	1	PGK1
0.217818396435122	-0.2936924842284	0.214	0.318	1	CASP1
0.220532416152818	-0.326694670342651	0.071	0.129	1	NAA10
0.220556049828407	-0.283038904196913	0.071	0.143	1	COMMD9
0.220639535459692	-0.253994745737178	0.143	0.234	1	TRA2A
0.221261033524483	-0.294353185801972	0.057	0.122	1	ELF2
0.221830149518718	0.454111433777858	0.157	0.101	1	CCT2
0.221933046950833	0.336844477397184	0.2	0.178	1	OXA1L
0.223217233643681	0.266224296068851	0.571	0.469	1	CKLF
0.22591659766963	0.285609647214138	0.243	0.231	1	CHMP1B
0.226685510627306	0.258153370980967	0.171	0.154	1	GRB2
0.228818662052948	0.403435902840488	0.171	0.129	1	ROGDI
0.229859074555559	-0.347225119608864	0.057	0.112	1	C11orf73
0.230088125860307	0.273453592954918	0.514	0.444	1	NOP10
0.231118136079567	0.295099749825676	0.214	0.133	1	MSRB2
0.231671407543004	0.281296534025445	0.129	0.07	1	STAT1
0.233087326568739	0.266679738369875	0.3	0.227	1	SCAND1
0.235424066443469	-0.330789147594396	0.071	0.133	1	GABARAPL1
0.235648583484586	0.298772615635157	0.214	0.147	1	TAF9
0.237933910269486	-0.350551756993598	0.229	0.311	1	ANP32B
0.23989903416469	0.306039131990269	0.214	0.154	1	PNN
0.241232262238046	-0.346186454265825	0.043	0.101	1	HPRT1
0.241487632134683	0.351208561001483	0.257	0.175	1	HIST1H4C
0.241655199597534	0.326011293581607	0.243	0.178	1	DOK2
0.243869612693807	-0.254897368185101	0.043	0.101	1	NRG1
0.244158438124867	0.275177906963876	0.157	0.115	1	NAGK
0.244279827929469	-0.31657650316552	0.057	0.122	1	INSR
0.245666134701889	0.304994090734901	0.143	0.08	1	RAB10
0.245716868363395	-0.270956353904157	0.043	0.101	1	CD300C
0.24834503377343	-0.328919883405347	0.114	0.175	1	MGAT1
0.248912719916725	0.277974893280118	0.2	0.157	1	XBP1
0.249790817071396	0.254047705074106	0.114	0.056	1	PTPN12
0.253517544526358	0.334452064660492	0.129	0.087	1	PRPF6
0.254563862687613	-0.328025971362849	0.071	0.14	1	CREB5
0.260471511000604	0.294188890517336	0.171	0.105	1	SUMF2
0.261213544084028	0.253495074375148	0.171	0.129	1	YIF1B
0.261912433125231	-0.311547707418665	0.086	0.15	1	POLR2I
0.262921644866366	0.260549843386107	0.243	0.189	1	PHACTR1
0.265161204116304	-0.276222749434578	0.2	0.224	1	SSR1
0.266440518869732	0.278205661518633	0.143	0.112	1	IDH2
0.267196059088201	0.332112786538166	0.114	0.07	1	C11orf83
0.268066227728766	-0.307909347893842	0.271	0.343	1	RPS27L
0.269070188971943	0.309241668803709	0.114	0.063	1	PRMT1
0.269784244023583	-0.309787184549539	0.143	0.192	1	NDUFB6
0.270558255850871	0.37327418234446	0.114	0.063	1	PSEN1
0.270573694093804	0.271281108479047	0.129	0.08	1	RABGAP1L
0.270760519921075	0.258247748367974	0.129	0.101	1	BZW1
0.271756713658034	-0.306426518287895	0.257	0.297	1	CHMP4B
0.274137214875038	-0.252213989892766	0.143	0.227	1	MAP1LC3B
0.274662884407894	-0.336010405302147	0.057	0.112	1	LILRA2
0.276702913186285	-0.270717802831771	0.129	0.21	1	RIN3
0.278707944198223	0.309013357138301	0.2	0.14	1	FNBP1
0.279022074572753	0.259072185697117	0.186	0.143	1	DNAJC3
0.282425079194508	0.251335405552944	0.257	0.175	1	NAA38
0.282833901482255	0.365415755753417	0.114	0.066	1	CTDNEP1
0.283825039931287	0.251865378246032	0.271	0.196	1	TMEM14B
0.285827839871556	0.284397650829018	0.157	0.094	1	UBE2A
0.297398994868161	0.26096164022757	0.129	0.08	1	UVRAG
0.297759598783319	0.253277380316286	0.271	0.241	1	CTSD
0.299064337942922	0.277193546268193	0.129	0.094	1	IDH3B
0.300433994205343	-0.296935496638569	0.071	0.133	1	BIN2
0.304588854050234	0.289743607550792	0.271	0.22	1	CHCHD5
0.306145552418554	-0.250403767817671	0.1	0.171	1	PA2G4
0.307458866152089	0.263494033487741	0.114	0.098	1	RBM5
0.307746755735743	0.272364973620264	0.171	0.126	1	LCP2
0.314374866366309	0.264118641151211	0.186	0.122	1	RETN
0.316547789480024	0.274648117215508	0.343	0.266	1	CLEC12A
0.32086544432013	0.30770917813128	0.129	0.091	1	PARVB
0.321387141284261	0.270178752936464	0.314	0.234	1	KTN1
0.327111846067118	0.267498951059557	0.143	0.084	1	MKKS
0.328162937776595	0.256309802623848	0.257	0.182	1	NDUFC1
0.328567058539303	0.287129180549719	0.114	0.094	1	CCT4
0.330068385289776	0.259502928810776	0.114	0.084	1	ZFAND1
0.330638514025804	-0.313414968104601	0.071	0.129	1	LRP1
0.331244968749945	-0.272850120323363	0.071	0.129	1	PLCB2
0.331715738451846	-0.31060704935304	0.1	0.157	1	TGOLN2
0.332647718347742	0.259160606279673	0.143	0.087	1	ALOX5
0.333881296143602	0.276136665688867	0.186	0.136	1	LSM6
0.335429025883063	0.272110426838833	0.171	0.112	1	MPLKIP
0.339716674192728	-0.264072555349939	0.1	0.168	1	RALY
0.345341245183095	-0.254689373687204	0.057	0.112	1	WDR43
0.345444274446087	0.262291396074885	0.143	0.108	1	GNAQ
0.358815462094079	0.282824578861595	0.171	0.14	1	GCA
0.361161990963086	0.267314727595175	0.243	0.199	1	LMAN2
0.361614470502333	0.27894351785661	0.157	0.098	1	STX7
0.36382693352426	0.2518338313286	0.357	0.29	1	UXT
0.372936839069738	-0.268056010979406	0.129	0.192	1	ADI1
0.380873014673936	0.292173519637624	0.143	0.087	1	TMEM176B
0.381004159760005	0.252874837676786	0.243	0.189	1	TOMM22
0.3830560100831	0.251709124182851	0.129	0.098	1	RGCC
0.38734966936338	0.267980560250661	0.171	0.122	1	PDCD5
0.392123105728588	-0.251334826657533	0.057	0.108	1	NOL7
0.392467872916546	-0.323710153073719	0.229	0.308	1	MDM4
0.400808379898207	-0.421402431053146	0.114	0.091	1	LTB
0.405295343679099	0.267105348443417	0.214	0.161	1	TAPBP
0.410737635690099	-0.27888559548252	0.071	0.115	1	MDH1
0.41285591199833	0.268956053582048	0.171	0.112	1	RXRA
0.428539483371888	-0.250340585117085	0.057	0.101	1	TET2
0.43366330313352	0.318614555510419	0.214	0.161	1	RAB2A
0.436522494905466	0.250589711835495	0.129	0.098	1	STX8
0.445427345533549	-0.256326804103408	0.314	0.378	1	SPCS1
0.466805568676214	-0.263135366831933	0.314	0.357	1	SSR2
0.49207266176392	-0.297479947067463	0.157	0.196	1	SCPEP1
0.496156554013794	-0.290458033685265	0.143	0.196	1	FOXP1
0.511855086601191	-0.307707627980968	0.071	0.115	1	RSRC2
0.513490590471054	-0.251965273947384	0.086	0.133	1	CPNE1
0.525610880404804	-0.265623105478777	0.071	0.112	1	SLCO3A1
0.536641090071894	-0.28389545515287	0.071	0.105	1	THOC2
0.582496434417918	-0.438047039906757	0.114	0.136	1	NKG7
