id	module	supermodule	dim_1	dim_2	dim_3
RPL35A	4	1	2.7352404953523	-2.64749082995058	-0.151189422905664
MT2A	1	1	-0.297906399298809	1.16399543069226	-1.89772953296498
UBA52	4	1	1.45189029522489	-2.47833073692919	-0.209216243516042
MT-ND1	3	1	0.48746819475686	0.948914939860321	1.30837594438656
RPL23A	4	1	2.90235390390331	-2.57478786935594	-0.336692563469303
RPL28	4	1	2.03105288782529	-3.02926445141148	0.137097722486441
HLA-DPA1	5	1	-3.23203229681028	1.17838790068406	-0.495583903603203
SH3BGRL3	4	1	-0.499826798546127	-1.66849401806441	-1.10568152352383
CXCL10	1	1	-1.27419128903431	1.79984148474602	0.142811706947104
S100A11	5	1	-1.32732505010248	-0.416085596051887	-1.3613648508476
RPL37A	4	1	2.3627284214489	-3.31224807449868	0.243249690322436
RPL31	4	1	2.91083555331489	-3.23507717726637	0.130903450409522
RPL19	4	1	2.68489622683741	-3.02743530479917	0.00222514050798761
HLA-B	5	1	-1.49060122705443	0.439491024384762	-0.403633063570143
RPL8	4	1	2.5275476438697	-3.27483593917895	-0.426201497723722
PTMA	1	1	-1.46839945091129	1.46886320891232	-1.71649184528943
CSTB	1	1	0.11795901306029	0.506850275760543	-2.14375638177287
FAU	4	1	2.29738403377873	-2.21873724563744	-0.413819425874859
ATP5E	5	1	-1.82917566750107	-0.500296854545971	-0.878397662262245
RPS3	4	1	2.83569987236697	-3.33017402444453	0.0235538567635267
PSAP	1	1	0.0184416897025355	0.266602515501504	-2.05196947358364
CTSS	3	1	-1.22126985150036	0.72943819955898	0.473194348373245
DUSP1	3	1	0.354207999727659	1.65229276629878	2.54094375014762
OAZ1	5	1	-0.709875093779596	-0.485803250230473	-1.71338440220148
RPS16	4	1	2.12406440659989	-3.18536762883388	-0.154435419958602
H3F3B	3	1	-0.0467567663248185	1.63799024378971	2.81083018821143
EEF1A1	4	1	2.87758012344089	-2.848993799005	-0.1467137368195
RPL27	4	1	2.30460576840033	-2.97792931978746	-0.0857661784860941
ISG15	1	1	-1.14678317970613	1.9005163958116	0.0135000905984828
MT-ND3	3	1	0.487919491341213	1.3208272109497	2.02701396438243
TIMP1	1	1	-0.184206221440161	0.512202687456797	-2.24681786438511
RPL39	4	1	2.68203329501066	-3.22930891392401	0.317253924086398
MT-CYB	3	1	0.496598527591466	0.510127093112968	0.395535470907441
JUNB	3	1	-0.199143635721799	1.69185156108631	3.16029333295922
RPS26	4	1	2.86134156228821	-2.43157110231467	-0.344908945454875
S100A10	2	1	-0.0840201582056153	-1.27341589086317	0.776821531580398
RPL6	4	1	2.47188538248032	-3.00005159853153	0.138208349671016
RPL35	4	1	2.16814617939284	-3.32887437613066	-0.231207486537963
RPS25	4	1	2.7116552557648	-3.12935584813587	-0.387117420689412
HLA-C	5	1	-1.71055269898396	0.532512460291877	-1.05819438979327
EMP3	5	1	-1.09666999688451	0.351791020703132	-1.28861527926906
RPS20	4	1	2.57293389034953	-3.31245589168162	0.0682676158686508
FCN1	2	1	-1.52898261994186	-1.24868112511295	0.998868428099264
VIM	6	1	-0.00304309688726501	-1.18786668367168	1.94395559682538
SRGN	2	1	-1.79397993598281	0.173731648525659	1.13134522021165
COTL1	1	1	0.391506506571717	1.12334073690927	-2.04827001733904
GAPDH	6	1	-0.229921447648687	-1.56222381182404	2.0469082455073
RPS7	4	1	2.28383504896224	-3.01137119015763	-0.109883938826406
RPL10A	4	1	2.86696343888661	-2.85635939741383	-0.245232292143966
HLA-DRB5	5	1	-3.13304803669461	1.11101485078582	-0.41048914289495
COX4I1	4	1	1.22902397538446	-2.28431542657411	-0.152102260042832
RPL37	4	1	1.98389668550569	-3.03600154605441	-0.208295414010571
MT-ND2	3	1	0.560066207654417	0.870015178677994	1.13190254120101
RPL29	4	1	2.11997659792146	-2.91887404777432	-0.0870653485483926
HES1	3	1	-0.473097554834082	1.59155388793069	3.26411425286314
PF4	7	2	7.72533705282311	-1.02598601042712	-2.10651086184412
JUN	3	1	0.313365371643609	1.83082324400156	2.87627211662422
RPS21	4	1	2.08304965054504	-3.16180919053895	-0.337262277332403
RPL9	4	1	2.15011995373127	-3.30418737847253	-0.033085443533128
HLA-DQA1	5	1	-3.35254941947404	1.02701750664241	-0.433729103749853
ZFP36	3	1	0.146452761476677	1.86247090267296	2.55946343634658
ARPC3	5	1	-0.552341590229048	-0.711412137300289	-1.49672023100416
RPL38	4	1	2.1136335897604	-3.34008469143639	-0.0576748587287168
RPS11	4	1	1.78635451362754	-2.92867729268189	0.00194303342899516
RPL14	4	1	2.32663834842476	-3.08422560455543	-0.543879756293904
IFITM3	1	1	-0.221055239131427	1.44157390307342	-1.99211414284225
NACA	4	1	1.31078952231833	-1.58448223872967	-0.861247686209037
RPL18	4	1	2.09523592361453	-3.03708759783378	-0.404069438486935
NFKBIA	3	1	-0.0995093366377762	1.72735545525531	3.15426814694073
C1QB	1	1	-0.577638023535979	1.50102916995037	-1.98107651756815
ANXA1	3	1	-0.0588693644117275	0.0276344374911464	1.851334993902
HLA-A	5	1	-1.49180514517035	-0.134491496530433	0.232318923452129
ATP5L	4	1	0.963416264776042	-2.11102785213963	-0.102998474687581
APOBEC3A	1	1	-1.04942386704475	1.30162356333681	-1.45353623824642
G0S2	3	1	0.0730878467696632	1.34865641289919	2.93930108939897
GNB2L1	4	1	2.80583825319138	-2.66089527521396	-0.204800300631335
RPS5	4	1	2.53368005253939	-2.95776722886893	-0.459171975059253
HMCN2	3	1	0.03884312147837	1.21474081802876	3.3482826472745
FOSB	3	1	0.296214009792036	1.85430989265925	2.66694718153292
NKG7	1	1	0.371123543374615	2.80827003304717	-3.82303825901393
ID2	2	1	-0.0237877355752203	-1.2745410998757	0.447648826862299
RPLP0	4	1	2.29993976213113	-2.91579691711693	-0.13228179909613
BTF3	4	1	2.48405232694149	-2.82414272033582	-0.0984946549097212
RPL23	4	1	2.61041012679193	-2.94285332867721	0.124019854008717
IFITM2	1	1	0.602486535240857	1.32326956432534	-2.14847782352826
CFL1	4	1	-0.165651803155369	-1.41662689484186	-1.28435804237325
VCAN	6	1	-0.152129189101559	-1.40395725150244	2.12813751770411
FCER1A	5	1	-3.30348409819402	0.633183315861341	-0.374493335444543
MS4A6A	2	1	-1.37185654835473	-0.408610065749818	1.36231585202913
C1QA	1	1	-0.368988738865614	1.44508506338215	-2.02327207758958
KLF6	3	1	0.4381664741117	1.92102433329478	2.00778670480141
IER2	3	1	-0.183623364261814	1.61755910347979	2.78456537331004
UQCR11	5	1	-1.95779924036773	-0.645004189693196	-0.658268273094546
C14orf2	6	1	-0.423324370966312	-1.58336371983323	2.18618024969189
NPC2	1	1	-1.3918964546138	1.31429616002624	-1.56120139302624
UQCRB	4	1	1.32602928708097	-1.5599413632478	-0.84929576656621
GPX1	2	1	-1.2699816492977	-0.700803357558198	1.35677419696324
CALM2	1	1	-1.22677662306887	1.09670120133288	-1.08943901361754
NDUFA4	4	1	0.119786757040127	-1.14195763668036	-1.37009440518821
ARPC1B	5	1	-0.410317999838845	-0.750562964771064	-1.51122148261042
GMFG	5	1	-1.23603215744577	-0.473934114032794	-1.29179472818916
COX7C	4	1	0.859495653109526	-1.88526494759653	-0.608744969517474
LGALS2	1	1	-1.30856046334831	1.66300963159463	0.396180500684081
IL8	3	1	0.224186641550495	1.54463655734255	2.99682979173061
SERPINA1	1	1	0.111354774311883	0.835158496555648	-1.6255763202076
UBC	3	1	-0.183616217326608	0.92217212229562	2.78087258366687
RPL7A	4	1	2.00790678913	-2.76348390906341	-0.0859207457817017
ATP5G2	4	1	1.33573193993503	-2.51485024383468	0.074340130119972
MNDA	2	1	-1.08854888242753	-0.78367737269718	1.37517062179502
LTB	1	1	0.669508483022895	1.33168399239808	-1.14717966816902
MS4A7	1	1	0.706577466909051	1.57675363835213	-1.80180725782483
MT1X	6	1	-0.40621419487222	-1.66642637338809	2.15675378475708
CLIC1	2	1	-1.23329528832996	-1.34979366710338	-0.496659548158968
CDC42	8	3	0.474596812845329	3.56181420005066	0.625376876332077
LYPD2	1	1	0.802400004199573	1.61832447500191	-1.87254836133538
HLA-DQB1	5	1	-3.25709548353222	1.05876441534049	-0.317015017179232
GSTP1	2	1	-1.46763132300558	0.161361341904301	1.40235215682264
RPL22	4	1	2.0771652878813	-2.94572257133387	-0.125028873896276
CSTA	6	1	-0.474033227589516	-1.49008792713979	2.12049771052443
EEF1D	4	1	2.44257929556539	-2.3187907420233	-0.412173984531382
ITM2B	2	1	-1.37034041435022	0.544502218713178	0.531833306128535
HMOX1	1	1	0.4226042601248	1.41111947677327	-2.03574723655483
RPL24	4	1	2.36102177653893	-3.03812713113703	-0.33612457178547
NRGN	7	2	7.68340420398699	-0.984636950808661	-2.04053144076034
ARPC2	1	1	0.503463449675341	0.59704886806097	-2.01470975687138
RPL5	4	1	2.28041127904496	-2.87810412825212	-0.098410180838568
JUND	3	1	0.385313314472864	1.92828114442877	2.0900968858846
RECK	3	1	0.588985174967364	0.315122697417735	2.12569166582014
PSME1	5	1	-1.70241996221599	0.637476963800761	-1.1191551872044
CD14	2	1	-1.43837900297979	-1.11199121403615	1.21918484964127
TSPO	6	1	-0.548923621827872	-1.54748161557799	2.28789039270309
GPX4	2	1	-1.48952435048823	0.240165350328268	1.25213442984675
COX6C	4	1	-0.350015740480963	-1.41633416728456	-1.21404378255317
PSME2	1	1	-1.5814754983686	0.939871396961383	-1.13808056621303
PABPC1	3	1	0.546410096719316	1.31066818513636	1.59823576929405
ARHGDIB	1	1	0.00905995394027048	-0.453579752750767	-1.61145974749224
BRI3	1	1	0.680110641938183	0.377381585786455	-1.42332067336436
MT-ND5	2	1	0.614677951131536	-0.0797207621609432	-0.45577902056384
COMMD6	4	1	1.93301848369674	-3.06938487705576	0.0312380598020889
RGS10	5	1	-2.3604737199281	0.340820992728692	-0.628500986600098
IFITM1	1	1	0.360427940834642	2.57444598947523	-3.53806364864821
ARPC5	1	1	-0.341538135906334	-0.207575542491279	-1.67667573050995
TMA7	2	1	-1.76219570344961	-1.17446938647754	0.329720225678768
TCEB2	6	1	-0.730208788112335	-1.70466353908977	2.57640356820936
CCL5	1	1	0.351522084601545	2.87821940636266	-3.87474610353288
PPDPF	4	1	1.2633800213346	-1.47878316180241	-0.926862824760643
RGS2	3	1	-0.240890928374103	1.31394167217015	2.45741887106903
CEBPD	2	1	-0.86048341179124	0.665034701211289	1.95828642501751
HLA-DMA	5	1	-3.16790534270544	1.04236048646734	-0.250551577699061
RHOA	1	1	0.117627804180682	0.457133172921585	-1.62225785227251
NAP1L1	1	1	0.597202730273027	1.60494827765933	-1.79878283145876
COX6B1	5	1	-0.785835617980201	-1.01454695677292	-1.39483600355606
RPSA	4	1	2.18712967761969	-3.14814445524186	-0.506682581287249
CCL2	5	1	-2.38863802495267	0.814167950167177	0.061161108123468
HIST1H2AC	7	2	7.74470954046801	-1.00084042511964	-2.09420109567803
RPS10	4	1	1.81733449144773	-2.83645237048166	-0.411646365047486
MYL12A	5	1	-1.0237981361673	-0.705308691935838	-1.4109427071372
AP1S2	2	1	-1.3894774607152	0.276037703674793	1.57918080666407
CITED2	3	1	0.513034073164884	0.844882806269095	1.42894530987469
RPS4Y1	4	1	1.89125718463033	-2.87459036531299	-0.0936935877774545
YBX1	1	1	-1.28882755073423	1.4985433393889	-1.78353488212368
LAMTOR4	3	1	0.152385850470088	0.359177715077072	1.13504815319396
CFD	1	1	0.802512693274409	0.566149556622742	-1.42251191302107
HLA-DQA2	5	1	-3.3525605467031	1.06057025485104	-0.456495348776121
ALDOA	4	1	0.0292650722492935	-0.806035148365567	-1.33504175200428
COX5B	5	1	-1.15201689001422	-0.828088250953448	-1.15382480746058
TYMP	5	1	-1.35513481464819	0.416003893904396	0.241500317151906
RPL36A	4	1	2.51385084937806	-3.17368587387106	-0.521464750654824
H1FX	5	1	-1.40850683018306	-0.927841213989196	-1.59344594912082
FCGR3A	1	1	0.729526392472334	1.57696195906943	-1.9841770061095
FYB	1	1	-0.590827880154587	1.72868784498704	0.803017271448996
HNRNPH1	8	3	0.593403051624853	3.62747995273616	0.873196939389881
ACTG1	4	1	-0.392956933770426	-1.57168702585348	-1.14538628265058
LAPTM5	2	1	-0.65465034156664	-0.391354001689129	0.766484587787826
C15orf48	5	1	-3.22352198020433	1.12562938661842	-0.323167998020565
FCGRT	2	1	-1.74573842682366	0.143604622613847	1.12712209994063
TXNIP	1	1	-1.11795293803832	1.87248772954575	0.274328945546329
TUBA4A	7	2	7.86665244674255	-1.00668362167563	-2.21054654460324
TPI1	4	1	-0.0148663392323569	-1.35819506511696	-1.09814688594883
CEBPB	1	1	0.551040886025354	0.498208149515641	-1.8320202637856
C1orf162	5	1	-2.20723452093082	0.413803860396053	-0.634571699768353
COX7A2	5	1	-0.902217120244984	-0.828187094709286	-1.17227707571938
RPL36AL	5	1	-1.81127080914991	-0.0374812221054495	-1.1000237666485
RPL4	4	1	2.50882297733418	-2.77144163178896	-0.325474161635354
OST4	2	1	-1.70446414291016	-1.18507205803405	-0.373118551449887
CD63	2	1	-1.64534101691488	-1.25481378976277	0.00645171064457428
ANXA2	4	1	-0.398665839352004	-1.60356124833153	-1.08159436697911
PYCARD	1	1	0.134544280155812	0.0363259044718717	-1.95521118772844
CLEC10A	5	1	-3.3636745093531	0.7450555201437	-0.319683353345353
BAX	5	1	-0.634250572072965	-0.562975409412965	-1.29462231322681
HNRNPDL	5	1	-0.526504118325159	-0.353812126259803	-1.55881056185455
AMICA1	5	1	-2.18210747458109	-0.275411085272935	0.289054985326267
IFI6	8	3	0.41652478083015	3.56873955504515	0.688322738213258
FAM26F	1	1	-0.510801979189101	1.40763921074991	-1.93140943937278
TXN	2	1	-1.2828147409202	-1.00551946660722	1.1329590930208
POLR2L	2	1	-1.74940753376815	-1.12707834227574	0.5495942345449
UBL5	5	1	-1.65023448413747	-0.249448315588011	-0.659757732546252
STXBP2	1	1	0.764159331032691	0.611295115964114	-1.529448664688
PTPRC	1	1	0.200653544524578	1.61510713845176	-0.65211978921813
DDX5	3	1	0.414273934315862	1.42259781830122	1.79663098681942
LCP1	3	1	-0.472508079011878	0.742852608696748	0.792426626932986
LRRFIP1	1	1	0.634445954935276	1.67546167302874	0.663504120361778
LIMD2	1	1	-0.0951431093440345	0.0812657502765592	-1.98130906687
S1PR4	1	1	0.480663351772516	1.64235086895106	-0.787926835625294
PLAC8	1	1	-0.406736549038349	1.36470347610497	-1.69526333516655
LY6E	1	1	-0.366806604710804	1.48838995251338	-1.86356103473684
GNG11	7	2	7.86350639361507	-1.07909992648117	-2.23458128266626
SOD2	3	1	0.0733459744219513	1.28948884894653	2.90429733258487
TMEM258	2	1	-0.83898289255797	-0.423531572466738	0.545278844945363
FXYD5	4	1	0.905369611334673	-1.99854338990136	-0.48754443477592
CLEC7A	1	1	-0.467617250744236	1.94860159691567	0.817467174318069
TOMM7	4	1	1.76973210141507	-2.39635308754695	-0.280256604089898
TSC22D3	3	1	0.431920509314038	1.60208964147765	2.23369621483624
ATP6V0E1	5	1	-1.56186579912216	-0.302482488749529	-0.653803166291318
PRELID1	1	1	-0.830103751632222	1.12557918355463	-1.71250771907223
CORO1A	5	1	-0.830023748113801	-0.410190189576761	-1.33792927940802
HCST	2	1	-1.74830373760671	-1.18633456932842	0.292306257640058
SPI1	1	1	0.0931490138058502	0.40388101719805	-2.00221996028743
UBB	5	1	-1.7102549018056	0.50499375316079	-1.18597864837282
IKZF1	1	1	-0.0180459414326115	1.34388147999874	-1.89120739826
ATP5I	2	1	-1.1560162512299	-1.59027577461685	1.48068508069249
VAMP8	5	1	-2.27898619372719	0.301411846185318	-0.03635987022175
SCGB3A1	1	1	0.805522091801343	1.62610142896006	-1.899614683443
PLIN5	3	1	-0.102047580400651	1.27024907046542	3.44444115918036
C12orf57	3	1	0.0556944749447312	1.63294208987767	2.99032425597959
ACRBP	7	2	7.68905143034574	-1.01363289388906	-2.05968807959589
TAGLN2	3	1	-0.705696733863797	0.00382217573095872	1.13385433473661
SERP1	2	1	-0.649874266136897	-0.184057840634762	0.556835477946424
USMG5	5	1	-0.665433452179281	-0.697223083386075	-1.41040370235368
FOLR3	3	1	0.302132788369024	0.993980125352957	2.95623521035079
RNASET2	1	1	-0.570277017593334	1.35358394296235	-1.97436162729266
SLC25A5	1	1	-1.42405374898684	1.48105921920341	-1.76299429544806
EIF5A	8	3	0.65596640753197	3.78813315427882	0.893479034005774
ATP6V0B	5	1	-1.44696022858939	-0.939564723554621	-0.780143428426776
KLF4	3	1	0.307508110897997	1.80746409864151	2.56030901550294
C19orf43	3	1	0.205907372792455	0.539093522821961	1.07548999992493
TKT	3	1	0.118567897407643	-0.437557247835967	2.1229454342204
SRP14	5	1	-0.992354418898741	-0.962477766592263	-0.954776350804577
CCNI	3	1	0.371412637190783	1.8115824609808	1.39876532731773
YWHAZ	3	1	0.398105424442663	1.7052744846985	1.22897803732538
CARD16	5	1	-1.41209178212351	0.139824886874401	-0.814657401060103
C1QC	5	1	-3.29463010063901	1.11836209403062	-0.426812624689395
ZFP36L2	3	1	0.109201380206118	1.92052625035801	2.02760990144744
VAMP5	1	1	-1.17743804579956	1.22122502682398	-1.29156229159531
CDC42SE1	8	3	0.511351381979208	3.63535677221583	0.7497748808752
GSTO1	2	1	-1.04013665857042	-1.08237559487567	-0.0954808983246787
C4orf3	5	1	-1.30911332619103	0.383053456185708	0.0138301199685722
PTP4A2	1	1	0.254337305457623	1.36419153692285	-1.79619850347513
CHCHD2	5	1	-0.788073594080608	-1.02460223309676	-0.968037081570193
HIGD2A	4	1	1.38112412026767	-1.61093244913779	-0.803567566638014
BLVRB	2	1	-1.03512192044712	-1.27638074310551	1.55574886852452
HLA-E	1	1	0.4830694230714	1.57152118073894	-0.815194062058808
EIF3K	4	1	0.567012659765957	-1.74510864740868	-0.762213266035733
HMHA1	3	1	0.337892485731903	0.500305069225294	0.524010449868197
UQCRQ	2	1	-1.62532463043041	-1.34504315615173	-0.183906605884003
SSR4	2	1	-1.41391754248831	-1.31461126835747	0.340762487190355
ITGB2	3	1	-0.42938986194616	0.655444769037527	0.871592038971025
MCL1	3	1	0.467685262800392	1.77020612711575	2.13007510666223
CYBB	8	3	0.611270231732105	3.72665472754039	0.830446983470518
HNRNPA2B1	1	1	-0.347538770260076	1.39474831117916	-0.364315179676938
EREG	3	1	-0.122993261421289	1.45132052332155	3.37268473487108
EEF1B2	4	1	2.43488072361448	-2.82312167672129	-0.477608352969575
S100B	1	1	0.780183060825695	1.57677483993868	-2.03495393588091
DBI	2	1	-1.84256072593593	-1.10256287649396	-0.313095079160049
HINT1	4	1	1.86832267888825	-3.16804751587127	0.0150674699183129
C10orf54	1	1	0.45141132444107	0.357557626224181	-1.63350122996456
ATP6V1G1	1	1	-0.0405210510017102	0.142507428970719	-0.948169141786248
ATP6V1F	2	1	-1.06006903066129	-0.753590222920152	1.03314291289476
EEF2	4	1	2.4977586907735	-3.15255586965681	0.188717652815673
HNRNPA1	4	1	2.64216887928051	-3.17717676780993	-0.321008474687743
PSMB3	5	1	-1.91284665400685	-0.442406555663621	-0.770092345759174
TSC22D1	7	2	7.82867019821532	-1.00602830396674	-2.1756998313248
CXCL3	3	1	0.401777600775296	0.581687427484113	2.5858355441421
TALDO1	6	1	-0.577017777975368	-1.55623087772071	2.21776464761031
TNFAIP3	3	1	0.0742328046004332	1.84188068007657	3.02613346567438
TTLL3	4	1	2.68136021114282	-3.05378770564631	0.205788653828705
ATP5J2	2	1	-1.67555659385044	-1.22346064717359	-0.336076514893329
CLEC2B	1	1	-1.60019246973943	0.743794416497244	-1.22053328348949
AP2S1	2	1	-1.72435687278168	-1.07020088632088	-0.272473452307554
NDUFA1	5	1	-1.02555087784129	-0.720239124697601	-1.50862840279614
IL1B	3	1	-0.0996365228849188	1.7983624639273	3.0816611577301
SOX4	3	1	0.482821835587568	-0.00299958118665428	2.10046996174296
MAFB	1	1	0.319862356206491	1.95010171113969	0.465923642202967
RETN	6	1	-0.237304704751271	-1.53355464132126	2.21675970210498
PCBP1	2	1	-0.920469338754358	-0.342683800440283	0.981490296055765
C1orf56	8	3	0.607365986126113	3.75418040710246	0.784629007540908
EFHD2	5	1	-1.22611138319944	0.204350343021635	0.290815309718618
COX7B	5	1	-0.957279444086627	-1.41730622676429	-1.56296429529586
UQCRH	4	1	1.61081266750187	-2.70958366800182	0.0285406489256941
CXCL2	3	1	-0.137145123861083	1.69625431941553	3.20825554541324
POMP	5	1	-1.40481186946408	0.0778557085731604	-1.13645919489031
ARL5B	3	1	0.108181444514221	1.85274061368742	3.05856869595104
CD86	4	1	-0.245058883618974	-1.40706939074923	-1.32072846402201
CCL4	1	1	0.370011242769811	2.82905699306731	-3.78686714122181
CTSC	1	1	0.397491458945892	0.945423117710043	-2.13695731620687
FKBP1A	1	1	-0.181561005144507	0.270641204471431	-2.06050935657526
RPS27L	1	1	-0.554300317428369	0.530542073965975	-1.10489415805486
SUB1	2	1	-1.12158285075116	-1.40584178566543	-0.301037478251595
SNX10	1	1	-0.301024262057686	1.9902997471003	0.535217055282338
SH3BGRL	1	1	-0.0567448376300099	0.55308190257223	-1.95552533255965
IFIT2	1	1	-0.961424891551955	1.8805448349855	0.250108616343733
ZFP36L1	3	1	-0.0349674844564414	1.87487376386441	2.49614600877074
DRAP1	1	1	0.407831398103843	1.24956555386811	-2.07853384301271
TUBA1A	3	1	0.476366720594646	0.863353208527085	1.16213840616911
ASAH1	1	1	0.691908268473158	0.43922184992173	-1.46645790552102
PSMB9	1	1	-1.18437584371516	1.20470475407974	-1.0529552407932
HLA-DMB	5	1	-3.12752891805923	1.07185087223161	-0.186397127926123
CD97	1	1	0.243217174112549	2.00476886499639	-0.0343797842106837
UCP2	1	1	-0.285485955619058	1.39777339450988	-1.93063681894566
TUBA1B	1	1	-0.366448676733373	1.37233907636312	-2.04140613561504
CPVL	5	1	-2.64135535103416	0.744269747718213	0.0230160000259081
CALM1	4	1	-0.0125005546668073	-1.35269935496195	-1.36627886140967
VMO1	1	1	0.801845646328758	1.62593915738636	-1.94496862343758
