Module1.name,Module2.name,Module1.size,Module2.size,Module1.proportion.overlap,Module2.proportion.overlap,intersection.size,union.size,genome.size,p.value,odds.ratio,Jaccard.index,FDR,Bonferroni
complex_I,32,64,345,0,0,0,409,14827,1,0,0,1,1
complex_I,11,64,136,0,0,0,200,14827,1,0,0,1,1
complex_I,38,64,357,0,0,0,421,14827,1,0,0,1,1
complex_I,43,64,126,0.016,0.008,1,189,14827,0.4215281958771,1.85872940210819,0.00529100529100529,1,1
complex_I,23,64,701,0.016,0.001,1,764,14827,0.955241083959942,0.318904067940001,0.00130890052356021,1,1
complex_I,19,64,157,0,0,0,221,14827,1,0,0,1,1
complex_I,48,64,96,0,0,0,160,14827,1,0,0,1,1
complex_I,35,64,446,0.062,0.009,4,506,14827,0.126332163415524,2.15987332102878,0.00790513833992095,1,1
complex_I,25,64,147,0,0,0,211,14827,1,0,0,1,1
complex_I,33,64,114,0,0,0,178,14827,1,0,0,1,1
complex_I,44,64,760,0.031,0.003,2,822,14827,0.846922108782592,0.596014994916333,0.0024330900243309,1,1
complex_I,28,64,188,0.016,0.005,1,251,14827,0.558877354541821,1.23722427308469,0.00398406374501992,1,1
complex_I,22,64,252,0,0,0,316,14827,1,0,0,1,1
complex_I,14,64,47,0,0,0,111,14827,1,0,0,1,1
complex_I,16,64,428,0,0,0,492,14827,1,0,0,1,1
complex_I,42,64,357,0,0,0,421,14827,1,0,0,1,1
complex_I,41,64,474,0.031,0.004,2,536,14827,0.611383371856699,0.976696429851506,0.00373134328358209,1,1
complex_I,10,64,104,0,0,0,168,14827,1,0,0,1,1
complex_I,12,64,749,0.047,0.004,3,810,14827,0.634077451796479,0.924079946214272,0.0037037037037037,1,1
complex_I,27,64,45,0,0,0,109,14827,1,0,0,1,1
complex_I,20,64,87,0,0,0,151,14827,1,0,0,1,1
mito_genes,47,252,387,0.02,0.013,5,634,14827,0.790933953163965,0.752124968677127,0.00788643533123028,1,1
mito_genes,31,252,848,0.063,0.019,16,1084,14827,0.369589860871827,1.11985363633985,0.014760147601476,1,1
mito_genes,6,252,88,0.004,0.011,1,339,14827,0.779748984647825,0.663475784720183,0.00294985250737463,1,1
mito_genes,2,252,127,0.004,0.008,1,378,14827,0.887683216266299,0.456887898907228,0.00264550264550265,1,1
mito_genes,15,252,192,0,0,0,444,14827,1,0,0,1,1
mito_genes,3,252,119,0.016,0.034,4,367,14827,0.144690695767486,2.02789481933332,0.0108991825613079,1,1
mito_genes,46,252,507,0.032,0.016,8,751,14827,0.634704935041943,0.924870340650334,0.0106524633821571,1,1
mito_genes,4,252,75,0.008,0.027,2,325,14827,0.365258219050586,1.58917655532409,0.00615384615384615,1,1
mito_genes,24,252,278,0.024,0.022,6,524,14827,0.334982598672722,1.28252390498765,0.0114503816793893,1,1
mito_genes,8,252,495,0.02,0.01,5,742,14827,0.926826120310783,0.581891189918632,0.00673854447439353,1,1
mito_genes,29,252,384,0.016,0.01,4,632,14827,0.895088476552446,0.602517144495533,0.00632911392405063,1,1
mito_genes,30,252,561,0.04,0.018,10,803,14827,0.484588211335813,1.05175054474686,0.012453300124533,1,1
mito_genes,45,252,513,0.036,0.018,9,756,14827,0.509308153413313,1.03403269723753,0.0119047619047619,1,1
mito_genes,26,252,724,0.024,0.008,6,970,14827,0.98568696937422,0.470735505600403,0.00618556701030928,1,1
mito_genes,18,252,133,0.004,0.008,1,384,14827,0.898753663758635,0.435939804095601,0.00260416666666667,1,1
mito_genes,9,252,43,0.008,0.047,2,293,14827,0.165614508288905,2.8355252206488,0.0068259385665529,1,1
mito_genes,39,252,302,0.024,0.02,6,548,14827,0.407729392243972,1.17656659180931,0.0109489051094891,1,1
mito_genes,36,252,173,0,0,0,425,14827,1,0,0,1,1
mito_genes,17,252,107,0,0,0,359,14827,1,0,0,1,1
mito_genes,5,252,131,0.004,0.008,1,382,14827,0.895189894233151,0.442707656631069,0.00261780104712042,1,1
mito_genes,13,252,281,0.028,0.025,7,526,14827,0.202700125610105,1.49116422094084,0.0133079847908745,1,1
mito_genes,7,252,103,0,0,0,355,14827,1,0,0,1,1
mito_genes,32,252,345,0.008,0.006,2,595,14827,0.98209966881826,0.331957057319084,0.00336134453781513,1,1
mito_genes,11,252,136,0.004,0.007,1,387,14827,0.903874262543046,0.4261640061099,0.00258397932816537,1,1
mito_genes,38,252,357,0.008,0.006,2,607,14827,0.985056598652606,0.320465809457456,0.00329489291598023,1,1
mito_genes,43,252,126,0.008,0.016,2,376,14827,0.63461839948029,0.932326793183359,0.00531914893617021,1,1
mito_genes,23,252,701,0.02,0.007,5,948,14827,0.993290752954686,0.403682694341981,0.00527426160337553,1,1
mito_genes,19,252,157,0.008,0.013,2,407,14827,0.749819174530045,0.74427041287151,0.00491400491400491,1,1
mito_genes,48,252,96,0,0,0,348,14827,1,0,0,1,1
mito_genes,25,252,147,0.008,0.014,2,397,14827,0.716536022804891,0.796148546287023,0.00503778337531486,1,1
mito_genes,33,252,114,0.008,0.018,2,364,14827,0.580069455282055,1.03308145739702,0.0054945054945055,1,1
mito_genes,44,252,760,0.052,0.017,13,999,14827,0.531260067692037,1.00689507514597,0.013013013013013,1,1
mito_genes,28,252,188,0.008,0.011,2,438,14827,0.832448500464418,0.618896697416727,0.0045662100456621,1,1
mito_genes,40,252,836,0.071,0.022,18,1070,14827,0.180072721755609,1.29365402579683,0.0168224299065421,1,1
mito_genes,34,252,358,0.028,0.02,7,603,14827,0.407519164794366,1.15782122669294,0.0116086235489221,1,1
mito_genes,22,252,252,0.012,0.012,3,501,14827,0.805433508538496,0.693195523003263,0.00598802395209581,1,1
mito_genes,14,252,47,0,0,0,299,14827,1,0,0,1,1
mito_genes,16,252,428,0.012,0.007,3,677,14827,0.97809939888945,0.401150601238859,0.00443131462333826,1,1
mito_genes,42,252,357,0.008,0.006,2,607,14827,0.985056598652606,0.320465809457456,0.00329489291598023,1,1
mito_genes,41,252,474,0.024,0.013,6,720,14827,0.820615679597753,0.735208922157022,0.00833333333333333,1,1
mito_genes,10,252,104,0.012,0.029,3,353,14827,0.25993705808786,1.72650189430122,0.0084985835694051,1,1
mito_genes,12,252,749,0.04,0.013,10,991,14827,0.824767812082123,0.773665346306264,0.0100908173562059,1,1
mito_genes,27,252,45,0.004,0.022,1,296,14827,0.53816692735637,1.31570692157855,0.00337837837837838,1,1
mito_genes,20,252,87,0.004,0.011,1,338,14827,0.775918003431044,0.671236610617001,0.0029585798816568,1,1
mito_sig_genenames,47,10,387,0,0,0,397,14827,1,0,0,1,1
mito_sig_genenames,31,10,848,0.1,0.001,1,857,14827,0.445185018351309,1.83245795426148,0.00116686114352392,1,1
mito_sig_genenames,6,10,88,0,0,0,98,14827,1,0,0,1,1
mito_sig_genenames,2,10,127,0,0,0,137,14827,1,0,0,1,1
mito_sig_genenames,15,10,192,0,0,0,202,14827,1,0,0,1,1
mito_sig_genenames,3,10,119,0,0,0,129,14827,1,0,0,1,1
mito_sig_genenames,46,10,507,0,0,0,517,14827,1,0,0,1,1
mito_sig_genenames,4,10,75,0,0,0,85,14827,1,0,0,1,1
mito_sig_genenames,24,10,278,0,0,0,288,14827,1,0,0,1,1
mito_sig_genenames,8,10,495,0,0,0,505,14827,1,0,0,1,1
mito_sig_genenames,29,10,384,0,0,0,394,14827,1,0,0,1,1
mito_sig_genenames,45,10,513,0,0,0,523,14827,1,0,0,1,1
mito_sig_genenames,26,10,724,0,0,0,734,14827,1,0,0,1,1
mito_sig_genenames,18,10,133,0,0,0,143,14827,1,0,0,1,1
mito_sig_genenames,9,10,43,0,0,0,53,14827,1,0,0,1,1
mito_sig_genenames,39,10,302,0,0,0,312,14827,1,0,0,1,1
mito_sig_genenames,36,10,173,0,0,0,183,14827,1,0,0,1,1
mito_sig_genenames,17,10,107,0,0,0,117,14827,1,0,0,1,1
mito_sig_genenames,21,10,504,0,0,0,514,14827,1,0,0,1,1
mito_sig_genenames,5,10,131,0,0,0,141,14827,1,0,0,1,1
mito_sig_genenames,13,10,281,0,0,0,291,14827,1,0,0,1,1
mito_sig_genenames,7,10,103,0,0,0,113,14827,1,0,0,1,1
mito_sig_genenames,32,10,345,0,0,0,355,14827,1,0,0,1,1
mito_sig_genenames,11,10,136,0,0,0,146,14827,1,0,0,1,1
mito_sig_genenames,38,10,357,0,0,0,367,14827,1,0,0,1,1
mito_sig_genenames,43,10,126,0,0,0,136,14827,1,0,0,1,1
mito_sig_genenames,23,10,701,0,0,0,711,14827,1,0,0,1,1
mito_sig_genenames,19,10,157,0,0,0,167,14827,1,0,0,1,1
mito_sig_genenames,48,10,96,0,0,0,106,14827,1,0,0,1,1
mito_sig_genenames,35,10,446,0,0,0,456,14827,1,0,0,1,1
mito_sig_genenames,25,10,147,0,0,0,157,14827,1,0,0,1,1
mito_sig_genenames,33,10,114,0,0,0,124,14827,1,0,0,1,1
mito_sig_genenames,44,10,760,0,0,0,770,14827,1,0,0,1,1
mito_sig_genenames,28,10,188,0,0,0,198,14827,1,0,0,1,1
mito_sig_genenames,40,10,836,0,0,0,846,14827,1,0,0,1,1
mito_sig_genenames,34,10,358,0.1,0.003,1,367,14827,0.216895600385596,4.49934519359308,0.00272479564032698,1,1
mito_sig_genenames,22,10,252,0,0,0,262,14827,1,0,0,1,1
mito_sig_genenames,14,10,47,0,0,0,57,14827,1,0,0,1,1
mito_sig_genenames,16,10,428,0,0,0,438,14827,1,0,0,1,1
mito_sig_genenames,42,10,357,0,0,0,367,14827,1,0,0,1,1
mito_sig_genenames,41,10,474,0.1,0.002,1,483,14827,0.277479082133514,3.36898199985224,0.0020703933747412,1,1
mito_sig_genenames,10,10,104,0,0,0,114,14827,1,0,0,1,1
mito_sig_genenames,12,10,749,0,0,0,759,14827,1,0,0,1,1
mito_sig_genenames,27,10,45,0,0,0,55,14827,1,0,0,1,1
mito_sig_genenames,20,10,87,0,0,0,97,14827,1,0,0,1,1
oxphos_genes,47,117,387,0.009,0.003,1,503,14827,0.955252225305649,0.319918538974571,0.00198807157057654,1,1
oxphos_genes,31,117,848,0.06,0.008,7,958,14827,0.506954556219429,1.04944797097641,0.00730688935281837,1,1
oxphos_genes,6,117,88,0.009,0.011,1,204,14827,0.503029581552099,1.44889115162285,0.00490196078431373,1,1
oxphos_genes,2,117,127,0,0,0,244,14827,1,0,0,1,1
oxphos_genes,15,117,192,0,0,0,309,14827,1,0,0,1,1
oxphos_genes,3,117,119,0.017,0.017,2,234,14827,0.241630446608243,2.16906080379621,0.00854700854700855,1,1
oxphos_genes,46,117,507,0,0,0,624,14827,1,0,0,1,1
oxphos_genes,4,117,75,0,0,0,192,14827,1,0,0,1,1
oxphos_genes,24,117,278,0.017,0.007,2,393,14827,0.647801745836994,0.909520271906865,0.00508905852417303,1,1
oxphos_genes,8,117,495,0.017,0.004,2,610,14827,0.906005251689962,0.501539024674193,0.00327868852459016,1,1
oxphos_genes,29,117,384,0,0,0,501,14827,1,0,0,1,1
oxphos_genes,30,117,561,0.034,0.007,4,674,14827,0.650941030212285,0.899450975906932,0.00593471810089021,1,1
oxphos_genes,45,117,513,0.026,0.006,3,627,14827,0.775147933883865,0.732724963352761,0.00478468899521531,1,1
oxphos_genes,26,117,724,0.017,0.003,2,839,14827,0.980297427601421,0.336954106250773,0.00238379022646007,1,1
oxphos_genes,18,117,133,0.009,0.008,1,249,14827,0.652990885524137,0.952066814047339,0.00401606425702811,1,1
oxphos_genes,9,117,43,0,0,0,160,14827,1,0,0,1,1
oxphos_genes,39,117,302,0.017,0.007,2,417,14827,0.692179689944406,0.835371299429547,0.00479616306954436,1,1
oxphos_genes,36,117,173,0,0,0,290,14827,1,0,0,1,1
oxphos_genes,17,117,107,0,0,0,224,14827,1,0,0,1,1
oxphos_genes,5,117,131,0,0,0,248,14827,1,0,0,1,1
oxphos_genes,13,117,281,0.026,0.011,3,395,14827,0.382704764421162,1.36609617179858,0.00759493670886076,1,1
oxphos_genes,7,117,103,0,0,0,220,14827,1,0,0,1,1
oxphos_genes,32,117,345,0,0,0,462,14827,1,0,0,1,1
oxphos_genes,11,117,136,0.009,0.007,1,252,14827,0.661214725580721,0.930719536972145,0.00396825396825397,1,1
oxphos_genes,38,117,357,0.009,0.003,1,473,14827,0.942897726171652,0.347603762774608,0.00211416490486258,1,1
oxphos_genes,43,117,126,0.009,0.008,1,242,14827,0.633024210007827,1.00586214184317,0.00413223140495868,1,1
oxphos_genes,23,117,701,0.009,0.001,1,817,14827,0.996618612677458,0.172547033806133,0.00122399020807834,1,1
oxphos_genes,19,117,157,0,0,0,274,14827,1,0,0,1,1
oxphos_genes,48,117,96,0,0,0,213,14827,1,0,0,1,1
oxphos_genes,35,117,446,0.034,0.009,4,559,14827,0.469673303356893,1.1426620411105,0.00715563506261181,1,1
oxphos_genes,25,117,147,0,0,0,264,14827,1,0,0,1,1
oxphos_genes,33,117,114,0,0,0,231,14827,1,0,0,1,1
oxphos_genes,44,117,760,0.068,0.011,8,869,14827,0.251333592429175,1.3622435759772,0.00920598388952819,1,1
oxphos_genes,28,117,188,0.009,0.005,1,304,14827,0.776625172700121,0.669524195612134,0.00328947368421053,1,1
oxphos_genes,22,117,252,0.026,0.012,3,366,14827,0.320154623401859,1.52823856495932,0.00819672131147541,1,1
oxphos_genes,14,117,47,0,0,0,164,14827,1,0,0,1,1
oxphos_genes,16,117,428,0.009,0.002,1,544,14827,0.967958830989476,0.288373250924154,0.00183823529411765,1,1
oxphos_genes,42,117,357,0,0,0,474,14827,1,0,0,1,1
oxphos_genes,41,117,474,0.026,0.006,3,588,14827,0.727155548529647,0.795573394575964,0.00510204081632653,1,1
oxphos_genes,10,117,104,0.009,0.01,1,220,14827,0.562556067286325,1.22252702746614,0.00454545454545455,1,1
oxphos_genes,12,117,749,0.026,0.004,3,863,14827,0.93929754482802,0.492597578618386,0.00347624565469293,1,1
oxphos_genes,27,117,45,0,0,0,162,14827,1,0,0,1,1
oxphos_genes,20,117,87,0.009,0.011,1,203,14827,0.499053274436025,1.46583619426108,0.00492610837438424,1,1
