Ensembl	symbol	MMgreen	MMturquoise	MMblue	MMred	MMblack	MMpink
ENSG00000004468	CD38	-0.0553272215564737	-0.0572801726372639	0.0413608146739775	0.206711236651635	-0.167333856472142	0.0273245494109231
ENSG00000004478	FKBP4	-0.555837423083765	0.00948805511155635	0.24845940600363	0.192166354345468	0.00131724041227661	0.00513974004904622
ENSG00000004487	KDM1A	-0.552669806765719	-0.447720571741676	0.617676841505888	0.332440314283064	0.246247203961488	-0.001926150314966
ENSG00000004534	RBM6	-0.125444836188008	-0.43134734782219	0.552006609797409	0.679864448425572	-0.295426919077576	-0.171301186155511
ENSG00000004660	CAMKK1	0.162061896797003	0.661737719800528	-0.47823703575221	-0.597145016771701	0.186873224314589	-0.0897703278835571
ENSG00000004700	RECQL	-0.137341720655961	-0.614569468276081	0.802585671890456	0.908517713586022	-0.279388367178826	0.0266717878396018
ENSG00000004766	CCDC132	-0.136508201694919	-0.591286786932858	0.755437405445433	0.947654958597649	-0.364181930727465	-0.0520383222127613
ENSG00000004777	ARHGAP33	0.243132076716148	0.827118654463459	-0.77557007180629	-0.586205883930104	-0.15655218965475	0.00285430160898912
ENSG00000004779	NDUFAB1	-0.486281789732373	-0.380909164294098	0.699235302512435	0.560764189913712	0.0308137343475108	0.0243363579491745
ENSG00000004799	PDK4	0.172560493032133	-0.473078607935192	0.487586893652591	0.417236889128633	0.0525725541139534	-0.171750720460818
ENSG00000004809	SLC22A16	-0.0648307261495735	-0.0909016742958786	0.0880173999790077	0.225948992659788	-0.19189481646658	-0.0768804592521635
ENSG00000004864	SLC25A13	-0.0869517844285552	-0.672490577375914	0.759515165160778	0.350111294444129	0.40163148576599	-0.0649533839188672
ENSG00000004866	ST7	-0.284734003799138	-0.190532382278642	0.145135298511434	0.0208668971970439	0.159685673329119	0.450412727534394
ENSG00000004897	CDC27	-0.0619467355697078	-0.721821009333398	0.830450879375845	0.674354310174152	0.136744374073027	0.114071276652002
ENSG00000004961	HCCS	-0.327774835709596	-0.366438919704014	0.473902567725544	0.75658379233939	-0.353272020481158	-0.0616527708800752
ENSG00000004975	DVL2	-0.0216593580551116	0.932130027414254	-0.763207089489477	-0.546930089338831	-0.209525336952793	-0.0502469825533211
ENSG00000005007	UPF1	0.00595366847248515	0.958663522186748	-0.741310119606784	-0.502624396494371	-0.245513915040365	-0.189777175564494
ENSG00000005020	SKAP2	-0.138082964683265	-0.689924256785917	0.932285166940547	0.746292184703482	0.127672404635101	0.0522412326505328
ENSG00000005022	SLC25A5	-0.526427499553509	-0.0222786065809658	0.33325435886629	-0.108785072139244	0.491687221128576	-0.0583673323718608
ENSG00000005059	CCDC109B	-0.248429604914684	-0.685312521995948	0.932364710867108	0.589987834531628	0.306619815233248	0.0717749458110135
ENSG00000005075	POLR2J	-0.369722016189818	0.751607767983573	-0.546332169566548	-0.480041005167926	-0.0201835028076721	-0.0856115650118382
ENSG00000005100	DHX33	-0.0174255748001621	0.436109374406961	-0.409213969270569	0.036024307688832	-0.497005734618461	-0.22561905848076
ENSG00000005156	LIG3	0.00993857758005553	0.357521282361324	-0.409262218403098	0.0140758040401848	-0.494848241306415	-0.191109222367752
ENSG00000005175	RPAP3	-0.178626194400069	-0.646357860454181	0.911801261594489	0.76934977862562	0.0389743443903248	-0.00867953068966597
ENSG00000005187	ACSM3	-0.188631008538214	-0.182212854790816	0.228998252867369	0.0939981996411399	0.16716711605705	0.0202683848339386
ENSG00000005194	CIAPIN1	-0.370330642537207	-0.169968767497374	0.23313596684445	0.0388822180593312	0.225993557179984	0.0231979744455992
ENSG00000005206	SPPL2B	0.0743786043532525	0.964164847957126	-0.756060971553355	-0.549878568173331	-0.212441784586982	-0.103167408641729
ENSG00000005238	FAM214B	-0.168449697102927	0.874770329603828	-0.682656232523131	-0.351273494369133	-0.306737355797875	-0.105430303496332
ENSG00000005243	COPZ2	-0.334640651499162	-0.245177168296851	0.381320757652045	0.13319963652528	0.205458801493634	-0.0352994872176596
ENSG00000005249	PRKAR2B	-0.143148124273696	-0.573369667144676	0.661915904649703	0.389342546423301	0.282875031002257	0.738894622057544
ENSG00000005302	MSL3	-0.237666927626246	-0.155733193685102	0.0779090804363055	0.390694408085572	-0.361247341144423	-0.13852799554835
ENSG00000005339	CREBBP	0.141704324080255	0.726046233846636	-0.694135533104772	-0.520645686620939	-0.0785705159727054	-0.183165409331741
ENSG00000005379	BZRAP1	0.394613711263671	0.749105636181935	-0.700448459197599	-0.662027303357679	0.0161217823167826	-0.0247565593228187
ENSG00000005381	MPO	-0.134644400301911	0.638844384578398	-0.557766579539271	-0.336604565307187	-0.210719969827488	-0.12606510102553
ENSG00000005436	GCFC2	-0.0942016884032841	-0.744124283269082	0.894815517144888	0.626380547166462	0.218130195076657	0.0322020328144879
ENSG00000005448	WDR54	-0.23306402952457	0.135434420085649	-0.00432331976915918	-0.0758715233263919	0.0526883667843054	0.223608390296931
ENSG00000005469	CROT	-0.129775626905313	-0.496532125401417	0.670268689316087	0.801194338485044	-0.271089485390265	-0.0622854001874193
ENSG00000005483	MLL5	0.115003649629669	-0.569591307764471	0.546185653174557	0.436758228283918	0.117429101415067	0.00362547714856497
ENSG00000005486	RHBDD2	-0.0818806108816909	0.909015308803719	-0.767149137066687	-0.627245352223779	-0.0646011431931641	-0.0805405628509746
ENSG00000005700	IBTK	-0.116149770995455	-0.792003871181308	0.944974611386133	0.718509888722467	0.157295052697233	0.0620131037651717
ENSG00000005801	ZNF195	0.00886263285273198	-0.656383373834859	0.797746906589004	0.775214071297534	-0.0989373519051029	0.00305122139543561
ENSG00000005810	MYCBP2	0.00571361652364337	-0.597227286036373	0.613467540636057	0.629482029808826	-0.0962503448843245	-0.0660615727629271
ENSG00000005812	FBXL3	-0.125078091695234	-0.795614412612579	0.837278245517203	0.524676355293795	0.340431420555245	0.0899845435267382
ENSG00000005844	ITGAL	0.0614864850079006	0.69211457563731	-0.604458186859095	-0.372533918558448	-0.266897651708876	-0.182548099479922
ENSG00000005882	PDK2	-0.121155385876009	0.86135464320633	-0.744511805906863	-0.47527017252855	-0.256583074706644	-0.0726618528715157
ENSG00000005889	ZFX	-0.125802911829432	-0.734628034368551	0.852456094944331	0.369407397913494	0.539006730299041	0.118777232654539
ENSG00000005893	LAMP2	-0.143549810441265	-0.717524262448706	0.897310366005276	0.652726087219199	0.227692383312989	0.0210335542623903
ENSG00000005955	GGNBP2	0.100698304546854	-0.597957510908803	0.715632807216209	0.13593698023455	0.689609702286292	0.0480904174518282
ENSG00000005961	ITGA2B	-0.133628177583755	0.264093259252437	-0.255101653665546	-0.294751258739217	0.118826046106958	0.881605389453057
ENSG00000006007	GDE1	-0.458981908767584	-0.634170198705473	0.822480550423024	0.478533965175047	0.324852136708172	0.0120574905481334
ENSG00000006015	C19orf60	-0.101236613234694	0.864795469454597	-0.527384900362156	-0.373005120487774	-0.206178795069508	-0.141127289906906
ENSG00000006016	CRLF1	0.117161399496143	0.296101350547506	-0.333551705628547	-0.321209775672077	0.0306504515241951	0.0345217218954047
ENSG00000006025	OSBPL7	0.0918199204879518	0.939196406435761	-0.776863296253876	-0.577995941386782	-0.184989554387719	-0.0859948460393572
ENSG00000006062	MAP3K14	0.00582424693852321	0.919156025467768	-0.757137446694696	-0.642066359449834	-0.057412199346931	-0.15120003859307
ENSG00000006075	CCL3	-0.0080222526788677	0.0769221192324796	-0.028964988232864	0.0541567372647755	0.001933479600984	0.196877620690331
ENSG00000006114	SYNRG	0.222385851159377	0.0332285613664232	-0.126114703765471	0.361330147432884	-0.565054519452714	-0.075611512100271
ENSG00000006118	TMEM132A	0.382299550978321	0.778768085137925	-0.775085981076686	-0.65646808666771	-0.00310292230290895	-0.156405111779058
ENSG00000006125	AP2B1	-0.0249230799882942	0.0178857885742424	-0.112162408809047	-0.0154338855018668	-0.0480671900740407	-0.0857422542697014
ENSG00000006194	ZNF263	-0.315430696215605	0.137565486059069	0.145552845217578	0.319026047119134	-0.299581533114601	-0.139876186917675
ENSG00000006282	SPATA20	-0.0494180918654589	0.534952389136311	-0.435190305701124	-0.337086681388773	-0.101521703347451	-0.1958709123691
ENSG00000006327	TNFRSF12A	-0.0115031162837528	0.549082402437247	-0.408532719434056	-0.727268216413074	0.424276978551292	-0.0597095436571304
ENSG00000006451	RALA	-0.00748900253756348	-0.405912799090775	0.582965470632431	0.777831727756746	-0.318519563337474	0.0132940740845886
ENSG00000006453	BAIAP2L1	0.576025218985547	0.407166773191273	-0.495063589872461	-0.512740652974361	0.098418702085412	-0.258910006221671
ENSG00000006459	JHDM1D	0.217485074245376	-0.685138346727879	0.758303209337214	0.464642402996071	0.325757077807844	0.029917864687176
ENSG00000006530	AGK	-0.101913939163226	-0.643362176057036	0.710728728201591	0.715143216847862	-0.1244987826381	0.103532085744758
ENSG00000006534	ALDH3B1	-0.109529305064454	0.926103775449936	-0.775060079217023	-0.541137509108648	-0.195827780150774	-0.163641943625054
ENSG00000006576	PHTF2	0.0938381308218574	-0.700075429492372	0.868360461261738	0.63399581622001	0.175423101547596	0.114437835082428
ENSG00000006607	FARP2	-0.122879969346476	0.120206520362297	-0.0618653889443031	-0.162457810599766	0.149255909380609	0.0364837200781007
ENSG00000006625	GGCT	-0.343487956525039	-0.549542793403933	0.721174184621238	0.509141711046843	0.149272523088045	0.0579580666942776
ENSG00000006634	DBF4	-0.0490183794808257	-0.631836422847371	0.797947267983543	0.305786380243277	0.502745891787174	0.178280534903039
ENSG00000006638	TBXA2R	0.214254086520332	0.541495280152131	-0.68565455849377	-0.501437243245928	-0.13858681845957	0.378893323879151
ENSG00000006652	IFRD1	0.215952925202958	-0.366016811018074	0.32354653447997	-0.126858306295636	0.616931698794696	0.282953624130858
ENSG00000006695	COX10	-0.311396099504733	0.167225091845529	-0.104230138118082	0.253276686657882	-0.440943171101981	-0.137382611438704
ENSG00000006712	PAF1	-0.363439750822882	0.60512755780567	-0.491191239404936	-0.0928761998575605	-0.46930208880581	-0.0880972334475533
ENSG00000006715	VPS41	-0.0542725683876052	-0.546740588264211	0.551460740509652	0.867916084406196	-0.48487225647793	-0.0572743643811919
ENSG00000006744	ELAC2	-0.279820801379833	0.493158543833869	-0.190864708959397	0.185027153991219	-0.526071372449667	-0.167419485608839
ENSG00000006756	ARSD	-0.27308489306086	0.457978061993383	-0.520140831948918	-0.229027451371461	-0.238680295031137	-0.104727391697683
ENSG00000006757	PNPLA4	-0.271745394958706	0.0431583867013597	0.129520276110496	0.477186277899662	-0.48523722183374	-0.00160960252588131
ENSG00000006831	ADIPOR2	-0.51977427303602	-0.359078620590324	0.487635902394624	0.272375326434749	0.268169494909021	0.0293177854113437
ENSG00000006837	CDKL3	0.688282725301192	0.0296608956669105	-0.278601018965858	-0.268724080098918	0.0472529910295031	-0.00216347398290658
ENSG00000007047	MARK4	-0.0894994042595247	0.900773368548722	-0.788667016095625	-0.621279029651318	-0.0986170541991131	-0.141840278836532
ENSG00000007080	CCDC124	-0.151194361173451	0.873125139317315	-0.503429352425779	-0.386279369913991	-0.16836580779276	-0.124195542973754
ENSG00000007129	CEACAM21	-0.196952689238885	0.155809597033401	-0.0351255638155135	0.109374628556426	-0.188475156164417	0.0049465067722465
ENSG00000007168	PAFAH1B1	-0.117630977893967	-0.506038843138808	0.659470848863482	0.923705286340928	-0.447089400485454	-0.0607922776747839
ENSG00000007202	KIAA0100	-0.277681090246501	0.550712629127327	-0.624451774903145	-0.37124006852305	-0.181263949079884	-0.187223925558539
ENSG00000007237	GAS7	-0.166196898273685	0.55190723176634	-0.594227375444987	-0.575534848622511	0.118249946617286	-0.21596641666278
ENSG00000007255	TRAPPC6A	-0.191247039033558	0.865749997849363	-0.501644784095848	-0.372350580880059	-0.163819444031318	-0.148039604128604
ENSG00000007312	CD79B	-0.13017104474613	0.540003752364341	-0.358006535234593	-0.191763205668342	-0.242016049183899	0.215845295871242
ENSG00000007341	ST7L	0.406516289026244	-0.244489900125979	0.148783617578355	0.0887894530144935	0.085369488078159	-0.0320501701021218
ENSG00000007372	PAX6	-0.0553959538116668	-0.449065353336221	0.559941543457525	0.654646974687236	-0.16457974954998	0.000754222176286715
ENSG00000007376	RPUSD1	-0.063638561011299	0.961231828014019	-0.698135467541353	-0.483903899485971	-0.232629713579696	-0.130075019316606
ENSG00000007392	LUC7L	0.506241662548557	-0.085174389199819	0.214914154482	0.0596230318113926	0.12458400597236	-0.140989955870987
ENSG00000007520	TSR3	-0.272179943284108	0.7588111125472	-0.322648913160943	-0.229723276343541	-0.181840533187805	-0.0401674455321156
ENSG00000007541	PIGQ	0.0022255829307611	0.959759896245072	-0.734750010258776	-0.50536498838375	-0.238561558374724	-0.119352960769036
ENSG00000007545	CRAMP1L	-0.0123023924041899	0.8567138775559	-0.725101637014697	-0.518917499256721	-0.111072349889368	-0.130367788185132
ENSG00000007923	DNAJC11	-0.265258114937436	0.673589318301911	-0.48752822573379	-0.113628071846601	-0.446923881838034	-0.241556957368271
ENSG00000007944	MYLIP	-0.349964499480451	-0.146811318503783	0.366946523854075	-0.052639545806692	0.555402672922798	0.229455517639262
ENSG00000007968	E2F2	0.125361358902106	0.477448417749756	-0.424098048080021	-0.344900537073371	-0.00124221055876155	-0.00978115070850602
ENSG00000008018	PSMB1	-0.258705393900613	-0.580289316281398	0.897017250100545	0.490248526472396	0.359708521427882	0.0500869275521761
ENSG00000008083	JARID2	0.0353996773493542	0.275141576727561	-0.306202185084549	-0.67341237034778	0.587107999142529	-0.0786917365293114
ENSG00000008086	CDKL5	0.0235721942590109	-0.362607691642206	0.264390879850585	0.370100940282831	-0.0960471010468616	-0.0737955575518401
ENSG00000008128	CDK11A	0.1572212941262	0.810301446914805	-0.684651245298465	-0.655641815346075	0.0259240279537574	-0.0907817889792036
ENSG00000008130	NADK	-0.166969833640768	0.803244450306777	-0.461035457429668	-0.0459368200728795	-0.510107138737715	-0.216609101569482
ENSG00000008226	DLEC1	0.605954900227399	0.614416665620944	-0.67092520591022	-0.543686434635029	-0.0952839711264291	-0.160988062954245
ENSG00000008256	CYTH3	0.0150970678391265	0.655350328808754	-0.447972953777768	-0.440670585031238	0.0131077740000291	-0.100105035271572
ENSG00000008282	SYPL1	-0.0917164926744491	-0.661487953568542	0.790521288900913	0.449355707539143	0.386325470281515	0.0992398771551348
ENSG00000008283	CYB561	-0.0582415856019334	0.694608025683444	-0.538412896130956	-0.36397264339408	-0.167088068135033	-0.073029333396197
ENSG00000008294	SPAG9	-0.0329401405137618	-0.792083021843454	0.88347119090086	0.600597759844018	0.252574795856075	-0.0155937001479386
ENSG00000008300	CELSR3	0.224353422553784	0.753446465333321	-0.718615755922983	-0.454992269544637	-0.310130895511285	-0.179787028322443
ENSG00000008323	PLEKHG6	0.29560623059499	0.669780386111152	-0.669124108040382	-0.492277223819641	-0.147926987204664	-0.283641000659213
ENSG00000008324	SS18L2	-0.224931645037664	-0.71350868074482	0.912206084198389	0.623255032757334	0.223760512563171	0.115327494243774
ENSG00000008382	MPND	-0.123298965929306	0.941856938189982	-0.761527238262771	-0.52005605166373	-0.240301977648142	-0.110264794207726
ENSG00000008394	MGST1	-0.173845761756164	-0.632842891988383	0.660042705365252	0.378465322794735	0.337106188836228	0.0250146289452118
ENSG00000008405	CRY1	-0.281206867091555	-0.230809809641458	0.339053494659615	0.304621989695878	-0.0574415917138618	0.00103137063952748
ENSG00000008441	NFIX	-0.0717875127312551	0.795440399059411	-0.73372962662026	-0.496457147088716	-0.184753270690973	-0.186361852608723
ENSG00000008513	ST3GAL1	-0.290796343176167	0.337475931598589	-0.272748825369145	-0.290122134589813	0.108011698290139	0.234053107277099
ENSG00000008516	MMP25	0.0488253645193978	0.745116499872784	-0.656134175633876	-0.502737136877525	-0.0949475675779403	-0.0637432464186274
ENSG00000008710	PKD1	0.033279061185831	0.960732912948811	-0.713428084215342	-0.492199151546896	-0.233013141742049	-0.137345667288429
ENSG00000008838	MED24	-0.0197176369875709	0.912773808885058	-0.851512112365091	-0.534653471203236	-0.303639203460224	-0.109660277687655
ENSG00000008853	RHOBTB2	-0.0074979465367795	0.737951241384633	-0.602819407806229	-0.175217788552381	-0.493499396163508	-0.0774967077676949
ENSG00000008869	HEATR5B	0.084779206251004	-0.588688325172067	0.627439807437507	0.67686975214267	-0.136960529037592	-0.0273247576298773
ENSG00000008952	SEC62	-0.14144092348886	-0.70785135961114	0.841627395386101	0.749923035736388	0.020593303121292	0.0543325312353985
ENSG00000008988	RPS20	-0.277729589991563	-0.596631045367608	0.707019259356801	0.310828066242743	0.350882321829565	0.108008233193995
ENSG00000009307	CSDE1	-0.305247715815308	-0.710548202256954	0.928373873308601	0.458389347473975	0.476467335484356	0.0612055244370198
ENSG00000009335	UBE3C	-0.499412768061077	-0.139928075527141	0.366620167434467	0.495904113490477	-0.112558831590379	-0.00730318759891213
ENSG00000009413	REV3L	0.35997970079334	-0.618969979075746	0.562553819257007	0.565757704455521	-0.047855379627926	-0.0638158774817102
ENSG00000009694	TENM1	0.125832972170114	0.0400939057430966	-0.0934928575694205	-0.0476457049245426	-0.0400107143740008	-0.00973727443443547
ENSG00000009724	MASP2	0.805697435691788	0.0671355844704545	-0.182816401930932	-0.336519542469374	0.199998701579005	-0.157649846394663
ENSG00000009780	FAM76A	-0.278073502576467	-0.67442346722921	0.744265757527684	0.336510769988076	0.440633294764156	0.111319779893781
ENSG00000009790	TRAF3IP3	0.0663709523514792	-0.0042951165820845	0.017116559798533	0.508552825449343	-0.672992352232171	-0.123839445871882
ENSG00000009830	POMT2	0.0992860339068826	0.667224932485267	-0.716051156815578	-0.607247491539208	-0.0434054217027005	-0.104369696922311
ENSG00000009844	VTA1	-0.155073690181334	-0.607300847497061	0.802804365384349	0.945336305174578	-0.284193307011968	0.045785095583346
ENSG00000009950	MLXIPL	0.214719102820907	0.575387694924248	-0.809546735929028	-0.576292596981725	-0.178711637329785	-0.154681058282742
ENSG00000009954	BAZ1B	-0.366365936650984	-0.477255359078569	0.681336421019557	0.640326766150399	-0.000784720755759683	0.0166818883824734
ENSG00000010017	RANBP9	-0.168406006018026	-0.674626389162575	0.779066943202468	0.296783694668542	0.56338516884156	0.138416632988212
ENSG00000010030	ETV7	-0.105381811224687	0.297160177346539	-0.163737088535	0.0103834837441353	-0.182015135547905	-0.0973068181963524
ENSG00000010072	SPRTN	-0.0169886525107137	-0.666477154440794	0.742113128311382	0.294673634826939	0.498494311681043	0.0372298055893217
ENSG00000010165	METTL13	-0.215175211348293	0.0985186791763558	0.115392452430919	0.686070989703628	-0.790222273493956	-0.106615639222024
ENSG00000010219	DYRK4	-0.326626394922937	-0.057825585143064	0.123889874985731	0.225808700718156	-0.172480119532811	0.0995655501936004
ENSG00000010244	ZNF207	0.562010865918001	-0.514777448475139	0.331406080501439	0.00712614102234574	0.412231374771578	-0.0694824513774547
ENSG00000010256	UQCRC1	-0.428757751249379	0.566436313775918	-0.123499691140682	-0.213266236218015	0.0663472226601642	-0.0899083706231853
ENSG00000010270	STARD3NL	-0.418650462998979	-0.576219859168005	0.830479450910512	0.53296462872102	0.251604714033356	-0.0116557107858407
ENSG00000010278	CD9	-0.0134046872564834	-0.192830372815476	0.124300755331462	0.0381955629807419	0.102123433806332	0.189268253317904
ENSG00000010292	NCAPD2	-0.185102844253766	0.472175474283248	-0.442343762552892	-0.0795635780663429	-0.446397154498267	-0.0734917454513521
ENSG00000010295	IFFO1	0.0151644702289264	0.928057802820138	-0.755760613125379	-0.453075012234814	-0.332899944308116	-0.177637632988429
ENSG00000010318	PHF7	-0.194480683999931	-0.247562121339874	0.365649215105684	0.0147758821809919	0.345740868182372	0.0526749219842441
ENSG00000010322	NISCH	0.0625818557761594	0.959025546559721	-0.854087023844368	-0.636267511130405	-0.171258832313053	-0.145815066413774
ENSG00000010327	STAB1	0.0873572542258011	0.913497986082294	-0.740512275661464	-0.515577517563552	-0.203253187641062	-0.219972533577603
ENSG00000010361	FUZ	-0.104233160892491	0.829091001455317	-0.562839882775377	-0.367401483882955	-0.213377861243082	-0.135106078861776
ENSG00000010404	IDS	0.0149017817865723	-0.0736860171255547	0.0201492565391113	-0.12639126009241	0.291388573054937	0.02362177622591
ENSG00000010539	ZNF200	-0.194366340402831	-0.086649208078873	0.16027140193099	0.712676100013104	-0.713313377852068	-0.0407579505540156
ENSG00000010610	CD4	-0.1619956962622	0.640477832754307	-0.688000884511723	-0.502887443858541	-0.1157354659968	-0.197196405939344
ENSG00000010626	LRRC23	-0.173265758219455	-0.108590694076314	0.249759793440853	0.159260060912672	0.0491226581459713	-0.00994096687341303
ENSG00000010671	BTK	-0.367724115124331	-0.164834998879563	0.0608463655918677	0.201369204178767	-0.160628826458026	0.0258357769507244
ENSG00000010704	HFE	-0.253415198082664	-0.289725956110956	0.327226434179889	0.599723657271667	-0.449463936175625	-0.153870565864742
ENSG00000010803	SCMH1	-0.157349166971642	0.45572659353207	-0.578490454239769	-0.598231038055702	0.0833261730781961	0.102920545329149
ENSG00000010810	FYN	-0.47037680004665	-0.228398841419855	0.361935081109972	0.229486593504642	0.121838290130016	0.0763945065093154
ENSG00000010818	HIVEP2	-0.0317187895295594	-0.149119826241943	0.187278741168244	0.537400953543827	-0.481653164428932	0.112071443365531
ENSG00000011007	TCEB3	-0.431408325730219	-0.29424737033527	0.49221644677333	0.0408339472851826	0.542175551409401	-0.0701871144446124
ENSG00000011009	LYPLA2	-0.0961002143523986	0.954663336896641	-0.762750657134135	-0.515354819592638	-0.237275270412768	-0.0816585732621324
ENSG00000011021	CLCN6	0.485856463010166	0.615188953342386	-0.695098487823148	-0.449453810997402	-0.20407265393579	-0.158820738742835
ENSG00000011052	NME2	-0.278467636032504	-0.226132541935426	0.237934644135876	0.076651077972822	0.17125638080274	0.0586781923470353
ENSG00000011105	TSPAN9	-0.183283361047924	0.26470432518816	-0.256095868405972	-0.234427931340815	0.0455157832976356	0.8070189469781
ENSG00000011114	BTBD7	0.00360578539949576	-0.315252467923447	0.335251365344961	0.675692279519675	-0.459231469352714	-0.151740673793443
ENSG00000011132	APBA3	-0.0441492383096698	0.956627172853737	-0.712302034063792	-0.452174701058003	-0.299431369669961	-0.0918649440015012
ENSG00000011143	MKS1	-0.196090788954203	0.249644004847312	-0.156829845892286	0.156864200245471	-0.430092831869853	-0.191552607346838
ENSG00000011198	ABHD5	-0.20064048145765	-0.64237304295381	0.846922044333382	0.553165167520621	0.314002721323972	0.00766781972656671
ENSG00000011243	AKAP8L	-0.0111713916890522	0.775103524155383	-0.592581891982007	-0.705825142113813	0.175874873731656	-0.100283829451613
ENSG00000011258	MBTD1	0.0250658758138241	-0.611252066541709	0.728366990392003	0.710777556786048	-0.0108348409524524	0.0798128958788711
ENSG00000011260	UTP18	-0.398513695434512	-0.522893695824845	0.772218785357166	0.582094498667587	0.0876507671361523	-0.0753524296309828
