metavar,cluster,gene,statistic,p.value,FDR
dx,1,C2orf88,1,1,1
dx,1,C3AR1,2,1,1
dx,1,C3orf14,2,1,1
dx,1,C4orf33,2,1,1
dx,1,C4orf46,2,1,1
dx,1,C5,2,1,1
dx,1,C5AR1,2,1,1
dx,1,C5orf45,2,1,1
dx,1,C6orf120,2,1,1
dx,1,C6orf48,2,1,1
dx,1,C8orf58,2,1,1
dx,1,C9orf47,3,0.5,1
dx,1,C9orf69,2,1,1
dx,1,C9orf9,2,1,1
dx,1,CABIN1,2,1,1
dx,1,CACFD1,2,1,1
dx,1,CACNA2D3,2,1,1
dx,1,CACNB4,2,1,1
dx,1,CALHM2,2,1,1
dx,1,CALML4,2,1,1
dx,1,CALR,1,1,1
dx,1,CAMK1,1,1,1
dx,1,CAMK1D,2,1,1
dx,1,CAMP,2,1,1
dx,1,CAND1,2,1,1
dx,1,CAPZA1,2,1,1
dx,1,CARF,2,1,1
dx,1,CASP10,2,1,1
dx,1,CASP5,2,1,1
dx,1,CATSPER1,2,1,1
dx,1,CBLL1,2,1,1
dx,1,CBLN3,0,0.5,1
dx,1,CBR4,2,1,1
dx,1,CBY1,2,1,1
dx,1,CCDC122,2,1,1
dx,1,CCDC13,2,1,1
dx,1,CCDC137,2,1,1
dx,1,CCDC146,2,1,1
dx,1,CCDC149,2,1,1
dx,1,CCDC15,2,1,1
dx,1,CCDC153,2,1,1
dx,1,CCDC167,2,1,1
dx,1,CCDC176,1,1,1
dx,1,CCDC19,2,1,1
dx,1,CCDC25,2,1,1
dx,1,CCDC41,2,1,1
dx,1,CCDC43,2,1,1
dx,1,CCDC50,2,1,1
dx,1,CCDC58,2,1,1
dx,1,CCDC62,1,1,1
dx,1,CCDC80,2,1,1
dx,1,CCDC81,2,1,1
dx,1,CCDC9,2,1,1
dx,1,CCDC91,2,1,1
dx,1,CCDC96,2,1,1
dx,1,CCL19,2,1,1
dx,1,CCL2,2,1,1
dx,1,CCL20,2,1,1
dx,1,CCL3,1,1,1
dx,1,CCL3L1,2,1,1
dx,1,CCL3L3,2,1,1
dx,1,CCL4,2,1,1
dx,1,CCL4L2,2,1,1
dx,1,CCL5,0,0.5,1
dx,1,CCNC,2,1,1
dx,1,CCND2,2,1,1
dx,1,CCNE1,2,1,1
dx,1,CCR1,2,1,1
dx,1,CCR10,2,1,1
dx,1,CCT2,2,1,1
dx,1,CD109,2,1,1
dx,1,CD14,2,1,1
dx,1,CD160,1,1,1
dx,1,CD180,2,1,1
dx,1,CD1C,2,1,1
dx,1,CD1E,2,1,1
dx,1,CD2,2,1,1
dx,1,CD200R1,2,1,1
dx,1,CD247,1,1,1
dx,1,CD2AP,2,1,1
dx,1,CD2BP2,2,1,1
dx,1,CD300A,2,1,1
dx,1,CD300C,2,1,1
dx,1,CD300LB,2,1,1
dx,1,CD302,2,1,1
dx,1,CD320,2,1,1
dx,1,CD3D,0,0.5,1
dx,1,CD3E,0,0.5,1
dx,1,CD3G,0,0.5,1
dx,1,CD40,2,1,1
dx,1,CD47,2,1,1
dx,1,CD5,2,1,1
dx,1,CD52,2,1,1
dx,1,CD69,2,1,1
dx,1,CD7,1,1,1
dx,1,CD72,2,1,1
dx,1,CD74,3,0.5,1
dx,1,CD79A,2,1,1
dx,1,CD79B,2,1,1
dx,1,CD81,2,1,1
dx,1,CD86,2,1,1
dx,1,CD9,2,1,1
dx,1,CD97,3,0.5,1
dx,1,CDC27,2,1,1
dx,1,CDC42BPB,2,1,1
dx,1,CDC42SE1,0,0.5,1
dx,1,CDCA3,2,1,1
dx,1,CDCA7L,2,1,1
dx,1,CDH23,1,1,1
dx,1,CDK11A,2,1,1
dx,1,CDKN1A,2,1,1
dx,1,CDKN1C,3,0.5,1
dx,1,CDKN3,2,1,1
dx,1,CDYL2,3,0.5,1
dx,1,CEACAM3,2,1,1
dx,1,CEBPD,3,0.5,1
dx,1,CEBPZ,2,1,1
dx,1,CENPBD1,2,1,1
dx,1,CENPJ,2,1,1
dx,1,CENPL,2,1,1
dx,1,CENPN,2,1,1
dx,1,CENPV,2,1,1
dx,1,CEP104,2,1,1
dx,1,CEP128,2,1,1
dx,1,CEP164,2,1,1
dx,1,CEP19,2,1,1
dx,1,CEP57,2,1,1
dx,1,CEP68,2,1,1
dx,1,CERS4,2,1,1
dx,1,CETN2,2,1,1
dx,1,CFD,2,1,1
dx,1,CHCHD10,2,1,1
dx,1,CHD8,2,1,1
dx,1,CHID1,2,1,1
dx,1,CHMP1B,2,1,1
dx,1,CHURC1,2,1,1
dx,1,CIAO1,2,1,1
dx,1,CIAPIN1,2,1,1
dx,1,CITED2,2,1,1
dx,1,CKAP2,2,1,1
dx,1,CKB,2,1,1
dx,1,CKS2,2,1,1
dx,1,CLDN5,1,1,1
dx,1,CLEC10A,2,1,1
dx,1,CLEC11A,2,1,1
dx,1,CLEC16A,2,1,1
dx,1,CLEC18A,2,1,1
dx,1,CLEC1A,2,1,1
dx,1,CLEC1B,2,1,1
dx,1,CLEC2B,1,1,1
dx,1,CLEC4D,2,1,1
dx,1,CLEC4E,2,1,1
dx,1,CLEC4G,2,1,1
dx,1,CLECL1,2,1,1
dx,1,CLIC3,1,1,1
dx,1,CLIP2,2,1,1
dx,1,CLPX,2,1,1
dx,1,CLSPN,2,1,1
dx,1,CLSTN3,1,1,1
dx,1,CLU,2,1,1
dx,1,CMC1,2,1,1
dx,1,CMSS1,2,1,1
dx,1,CMTM2,1,1,1
dx,1,CMTM3,2,1,1
dx,1,CMTM5,1,1,1
dx,1,CNGA1,2,1,1
dx,1,CNN3,0,0.5,1
dx,1,CNOT6L,2,1,1
dx,1,CNR2,2,1,1
dx,1,CNST,2,1,1
dx,1,COASY,2,1,1
dx,1,COBLL1,2,1,1
dx,1,COG7,2,1,1
dx,1,COMTD1,2,1,1
dx,1,COPZ2,2,1,1
dx,1,COQ10A,2,1,1
dx,1,COQ3,2,1,1
dx,1,COTL1,2,1,1
dx,1,COX20,2,1,1
dx,1,CPM,2,1,1
dx,1,CPVL,1,1,1
dx,1,CPXM1,2,1,1
dx,1,CRB1,2,1,1
dx,1,CREB3,2,1,1
dx,1,CREB5,2,1,1
dx,1,CREM,2,1,1
dx,1,CRIM1,1,1,1
dx,1,CRIP1,2,1,1
dx,1,CRIP3,2,1,1
dx,1,CSAD,2,1,1
dx,1,CSF1R,3,0.5,1
dx,1,CSNK1G1,2,1,1
dx,1,CSPP1,2,1,1
dx,1,CST3,2,1,1
dx,1,CST7,1,1,1
dx,1,CTDSPL,3,0.5,1
dx,1,CTNNB1,1,1,1
dx,1,CTNS,2,1,1
dx,1,CTSC,1,1,1
dx,1,CTSG,2,1,1
dx,1,CTSL,2,1,1
dx,1,CTSW,1,1,1
dx,1,CWC15,2,1,1
dx,1,CWC27,2,1,1
dx,1,CWF19L2,2,1,1
dx,1,CX3CR1,2,1,1
dx,1,CXCL1,1,1,1
dx,1,CXCL10,2,1,1
dx,1,CXCL11,0,0.5,1
dx,1,CXCL16,2,1,1
dx,1,CXCL2,2,1,1
dx,1,CXCL3,2,1,1
dx,1,CXCL5,2,1,1
dx,1,CXCL9,2,1,1
dx,1,CXCR4,3,0.5,1
dx,1,CXXC1,2,1,1
dx,1,CXXC5,2,1,1
dx,1,CXorf21,2,1,1
dx,1,CYB5D2,2,1,1
dx,1,CYCS,2,1,1
dx,1,CYP1B1,2,1,1
dx,1,CYP27A1,2,1,1
dx,1,CYP4F22,2,1,1
dx,1,CYP4V2,2,1,1
dx,1,CYSLTR2,2,1,1
dx,1,CYTIP,2,1,1
dx,1,DAAM1,2,1,1
dx,1,DAB2,2,1,1
dx,1,DALRD3,2,1,1
dx,1,DARS,2,1,1
dx,1,DBP,2,1,1
dx,1,DCBLD2,2,1,1
dx,1,DCST1,1,1,1
dx,1,DDB2,2,1,1
dx,1,DDIT4,3,0.5,1
dx,1,DDX1,2,1,1
dx,1,DDX11,2,1,1
dx,1,DDX23,2,1,1
dx,1,DDX3Y,2,1,1
dx,1,DDX59,2,1,1
dx,1,DDX6,2,1,1
dx,1,DECR1,3,0.5,1
dx,1,DEFB1,2,1,1
dx,1,DET1,2,1,1
dx,1,DFFA,2,1,1
dx,1,DHRS11,2,1,1
dx,1,DHRS7B,2,1,1
dx,1,DHRS9,2,1,1
dx,1,DHX16,2,1,1
dx,1,DHX30,2,1,1
dx,1,DHX57,2,1,1
dx,1,DHX58,2,1,1
dx,1,DIAPH2,2,1,1
dx,1,DKC1,2,1,1
dx,1,DMTN,1,1,1
dx,1,DNAJA4,2,1,1
dx,1,DNAJB5,2,1,1
dx,1,DNAJB9,2,1,1
dx,1,DNAJC11,2,1,1
dx,1,DNAJC12,1,1,1
dx,1,DNAJC13,2,1,1
dx,1,DNAL4,2,1,1
dx,1,DNASE2,2,1,1
dx,1,DNPH1,2,1,1
dx,1,DOC2A,2,1,1
dx,1,DPM2,2,1,1
dx,1,DRAP1,2,1,1
dx,1,DST,2,1,1
dx,1,DSTN,2,1,1
dx,1,DUOX1,1,1,1
dx,1,DUSP10,2,1,1
dx,1,DUSP2,2,1,1
dx,1,DUSP5,2,1,1
dx,1,DUSP6,2,1,1
dx,1,DYM,2,1,1
dx,1,DYSF,2,1,1
dx,1,ECT2,2,1,1
dx,1,EEA1,2,1,1
dx,1,EEF1A1,1,1,1
dx,1,EEF1B2,1,1,1
dx,1,EFCAB2,2,1,1
dx,1,EFHC1,2,1,1
dx,1,EGLN1,2,1,1
dx,1,EGR1,3,0.5,1
dx,1,EGR2,2,1,1
dx,1,EHD1,2,1,1
dx,1,EIF2A,2,1,1
dx,1,EIF2B3,2,1,1
dx,1,EIF2S1,2,1,1
dx,1,EIF3J,2,1,1
dx,1,EIF4E,2,1,1
dx,1,EIF5A2,2,1,1
dx,1,EIF5B,2,1,1
dx,1,EML4,2,1,1
dx,1,EMP1,2,1,1
dx,1,EMR2,2,1,1
dx,1,ENHO,2,1,1
dx,1,ENKUR,2,1,1
dx,1,EPB41L1,1,1,1
dx,1,EPC2,2,1,1
dx,1,EPHB6,2,1,1
dx,1,EPM2A,2,1,1
dx,1,EPSTI1,2,1,1
dx,1,ERC1,2,1,1
dx,1,ERCC4,2,1,1
dx,1,ERCC8,2,1,1
dx,1,EREG,2,1,1
dx,1,ERI3,2,1,1
dx,1,ERP27,2,1,1
dx,1,ESF1,2,1,1
dx,1,ETHE1,2,1,1
dx,1,ETS1,1,1,1
dx,1,ETV3,2,1,1
dx,1,ETV6,2,1,1
dx,1,ETV7,2,1,1
dx,1,EVA1C,1,1,1
dx,1,EVI5L,2,1,1
dx,1,EVL,2,1,1
dx,1,EXOC3L1,2,1,1
dx,1,EXOC4,2,1,1
dx,1,EXOSC1,2,1,1
dx,1,EZR,2,1,1
dx,1,F13A1,2,1,1
dx,1,F5,2,1,1
dx,1,F8,2,1,1
dx,1,FABP5,2,1,1
dx,1,FADD,2,1,1
dx,1,FADS1,2,1,1
dx,1,FAF2,2,1,1
dx,1,FAHD1,2,1,1
dx,1,FAIM,2,1,1
dx,1,FAM107B,2,1,1
dx,1,FAM122B,2,1,1
dx,1,FAM124B,2,1,1
dx,1,FAM127C,2,1,1
dx,1,FAM13A,2,1,1
dx,1,FAM179B,2,1,1
dx,1,FAM20A,2,1,1
dx,1,FAM210A,2,1,1
dx,1,FAM211A,0,0.5,1
dx,1,FAM213A,2,1,1
dx,1,FAM220A,2,1,1
dx,1,FAM222B,2,1,1
dx,1,FAM26F,1,1,1
dx,1,FAM27A,2,1,1
dx,1,FAM3D,2,1,1
dx,1,FAM50A,2,1,1
dx,1,FAM72A,2,1,1
dx,1,FAM72B,2,1,1
dx,1,FAM81A,2,1,1
dx,1,FAM89B,2,1,1
dx,1,FAM98C,2,1,1
dx,1,FBF1,0,0.5,1
dx,1,FBL,2,1,1
dx,1,FBN2,2,1,1
dx,1,FBP1,3,0.5,1
dx,1,FBXL8,2,1,1
dx,1,FBXO33,2,1,1
dx,1,FBXO36,2,1,1
dx,1,FBXO42,2,1,1
dx,1,FBXW4,2,1,1
dx,1,FCAR,2,1,1
dx,1,FCER1A,2,1,1
dx,1,FCER1G,2,1,1
dx,1,FCER2,2,1,1
dx,1,FCGR1A,2,1,1
dx,1,FCGR1B,2,1,1
dx,1,FCGR2B,2,1,1
dx,1,FCGR3A,3,0.5,1
dx,1,FCRL1,2,1,1
dx,1,FER,2,1,1
dx,1,FFAR3,2,1,1
dx,1,FGD2,0,0.5,1
dx,1,FGFBP2,1,1,1
dx,1,FGFBP3,2,1,1
dx,1,FHL3,2,1,1
dx,1,FIBCD1,2,1,1
dx,1,FIGNL1,2,1,1
dx,1,FKBP4,2,1,1
dx,1,FKBP5,2,1,1
dx,1,FKBP6,3,0.5,1
dx,1,FMN1,2,1,1
dx,1,FMNL2,2,1,1
dx,1,FOLR2,2,1,1
dx,1,FOLR3,2,1,1
dx,1,FOXJ2,2,1,1
dx,1,FOXO4,2,1,1
dx,1,FOXRED2,2,1,1
dx,1,FPR1,2,1,1
dx,1,FRA10AC1,2,1,1
dx,1,FRMD4B,2,1,1
dx,1,FSCN1,2,1,1
dx,1,FTH1,0,0.5,1
dx,1,FTL,0,0.5,1
dx,1,FTSJ1,2,1,1
dx,1,FUCA1,2,1,1
dx,1,FUOM,2,1,1
dx,1,FXR2,2,1,1
dx,1,FZD3,2,1,1
dx,1,G0S2,3,0.5,1
dx,1,GAD1,2,1,1
dx,1,GADD45A,2,1,1
dx,1,GADD45B,0,0.5,1
dx,1,GADD45G,2,1,1
dx,1,GALE,2,1,1
dx,1,GALR2,2,1,1
dx,1,GAPVD1,2,1,1
dx,1,GATM,2,1,1
dx,1,GBE1,2,1,1
dx,1,GBP1,2,1,1
dx,1,GBP2,2,1,1
dx,1,GBP4,2,1,1
dx,1,GBP5,2,1,1
dx,1,GBP7,2,1,1
dx,1,GCH1,2,1,1
dx,1,GCHFR,2,1,1
dx,1,GET4,2,1,1
dx,1,GFRA2,2,1,1
dx,1,GGCX,2,1,1
dx,1,GHRL,2,1,1
dx,1,GIMAP1,2,1,1
dx,1,GIMAP4,2,1,1
dx,1,GIMAP7,2,1,1
dx,1,GINS4,2,1,1
dx,1,GK,2,1,1
dx,1,GLO1,2,1,1
dx,1,GLOD4,2,1,1
dx,1,GLYR1,2,1,1
dx,1,GMNN,2,1,1
dx,1,GMPS,2,1,1
dx,1,GNE,2,1,1
dx,1,GNG11,3,0.5,1
dx,1,GNGT2,2,1,1
dx,1,GNL1,2,1,1
dx,1,GNLY,1,1,1
dx,1,GOLGA4,2,1,1
dx,1,GOPC,2,1,1
dx,1,GORAB,2,1,1
dx,1,GP6,3,0.5,1
dx,1,GP9,1,1,1
dx,1,GPA33,2,1,1
dx,1,GPBAR1,2,1,1
dx,1,GPHN,2,1,1
dx,1,GPI,2,1,1
dx,1,GPN1,2,1,1
dx,1,GPN3,2,1,1
dx,1,GPNMB,2,1,1
dx,1,GPR132,2,1,1
dx,1,GPR146,2,1,1
dx,1,GPR155,2,1,1
dx,1,GPR162,2,1,1
dx,1,GPR180,2,1,1
dx,1,GPR183,2,1,1
dx,1,GPR35,2,1,1
dx,1,GPR42,2,1,1
dx,1,GPRC5B,2,1,1
dx,1,GRAMD1A,2,1,1
dx,1,GRASP,2,1,1
dx,1,GRK4,2,1,1
dx,1,GSN,2,1,1
dx,1,GSTA4,2,1,1
dx,1,GSTM1,2,1,1
dx,1,GSTM5,2,1,1
dx,1,GTF3C2,2,1,1
dx,1,GTF3C4,2,1,1
dx,1,GUCY1A3,2,1,1
dx,1,GUCY2D,3,0.5,1
dx,1,GUF1,2,1,1
dx,1,GYLTL1B,0,0.5,1
dx,1,GYPC,2,1,1
dx,1,GZMA,1,1,1
dx,1,GZMB,1,1,1
dx,1,GZMH,1,1,1
dx,1,GZMK,1,1,1
dx,1,GZMM,1,1,1
dx,1,H1F0,2,1,1
dx,1,H1FX,0,0.5,1
dx,1,H6PD,0,0.5,1
dx,1,HACL1,2,1,1
dx,1,HBEGF,2,1,1
dx,1,HBG2,3,0.5,1
dx,1,HCAR3,2,1,1
dx,1,HCFC1,2,1,1
dx,1,HDAC11,2,1,1
dx,1,HDAC7,2,1,1
dx,1,HDAC9,2,1,1
dx,1,HERC5,2,1,1
dx,1,HES1,2,1,1
dx,1,HES4,2,1,1
dx,1,HEXB,2,1,1
dx,1,HHAT,1,1,1
dx,1,HIATL1,2,1,1
dx,1,HIBADH,2,1,1
dx,1,HILPDA,2,1,1
dx,1,HIST1H1C,2,1,1
dx,1,HIST1H2AC,2,1,1
dx,1,HIST1H2AK,2,1,1
dx,1,HIST1H2BC,2,1,1
dx,1,HIST1H2BH,2,1,1
dx,1,HIST1H2BJ,0,0.5,1
dx,1,HIST1H2BK,2,1,1
dx,1,HIST1H4C,2,1,1
dx,1,HIST1H4H,2,1,1
dx,1,HIST2H2AB,2,1,1
dx,1,HIVEP3,2,1,1
dx,1,HKR1,2,1,1
dx,1,HLTF,2,1,1
dx,1,HMCN2,2,1,1
dx,1,HMGB2,2,1,1
dx,1,HMGCS1,2,1,1
dx,1,HMGN1,2,1,1
dx,1,HMGN5,2,1,1
dx,1,HMGXB4,2,1,1
dx,1,HMOX1,2,1,1
dx,1,HMOX2,2,1,1
dx,1,HOMEZ,2,1,1
dx,1,HOPX,1,1,1
dx,1,HOXA10,0,0.5,1
dx,1,HOXA5,2,1,1
dx,1,HOXB2,2,1,1
dx,1,HP,2,1,1
dx,1,HRH1,2,1,1
dx,1,HSD11B1L,2,1,1
dx,1,HSD17B4,2,1,1
dx,1,HSF2BP,2,1,1
dx,1,HSF4,2,1,1
dx,1,HSP90AA1,3,0.5,1
dx,1,HSP90AB1,2,1,1
dx,1,HSP90B1,2,1,1
dx,1,HSPA1A,2,1,1
dx,1,HSPA1B,1,1,1
dx,1,HSPA1L,2,1,1
dx,1,HSPA5,2,1,1
dx,1,HSPA6,2,1,1
dx,1,HSPA8,1,1,1
dx,1,HSPB1,2,1,1
dx,1,HTATIP2,2,1,1
dx,1,HTR7,2,1,1
dx,1,HYAL2,2,1,1
dx,1,HYAL3,2,1,1
dx,1,HYPK,2,1,1
dx,1,IBA57,2,1,1
dx,1,ICA1L,2,1,1
dx,1,ICAM2,2,1,1
dx,1,ICAM4,2,1,1
dx,1,ID1,2,1,1
dx,1,ID2,3,0.5,1
dx,1,ID3,2,1,1
dx,1,IDH2,1,1,1
dx,1,IDH3G,2,1,1
dx,1,IDI1,2,1,1
dx,1,IER2,0,0.5,1
dx,1,IER3,2,1,1
dx,1,IFI27,2,1,1
dx,1,IFI30,1,1,1
dx,1,IFI35,2,1,1
dx,1,IFI44,2,1,1
dx,1,IFI44L,2,1,1
dx,1,IFI6,0,0.5,1
dx,1,IFIT1,2,1,1
dx,1,IFIT2,2,1,1
dx,1,IFIT3,2,1,1
dx,1,IFIT5,2,1,1
dx,1,IFITM1,2,1,1
dx,1,IFITM2,0,0.5,1
dx,1,IFITM3,2,1,1
dx,1,IFT172,2,1,1
dx,1,IFT88,2,1,1
dx,1,IGF2R,2,1,1
dx,1,IGFBP2,2,1,1
dx,1,IGFBP6,2,1,1
dx,1,IGJ,1,1,1
dx,1,IGSF6,3,0.5,1
dx,1,IKZF1,2,1,1
dx,1,IL11RA,2,1,1
dx,1,IL18BP,2,1,1
dx,1,IL1A,2,1,1
dx,1,IL1B,2,1,1
dx,1,IL1R2,2,1,1
dx,1,IL1RN,2,1,1
dx,1,IL21R,2,1,1
dx,1,IL24,2,1,1
dx,1,IL27RA,2,1,1
dx,1,IL2RG,2,1,1
dx,1,IL32,1,1,1
dx,1,IL4I1,2,1,1
dx,1,IL7,3,0.5,1
dx,1,IL7R,0,0.5,1
dx,1,IL8,1,1,1
dx,1,ILVBL,2,1,1
dx,1,INO80D,2,1,1
dx,1,INPP1,2,1,1
dx,1,INPP4B,1,1,1
dx,1,INPP5A,2,1,1
dx,1,INSIG1,2,1,1
dx,1,INSR,2,1,1
dx,1,INTS12,2,1,1
dx,1,INTS5,2,1,1
dx,1,INTS6,2,1,1
dx,1,IPPK,2,1,1
dx,1,IQCK,2,1,1
dx,1,IRAK4,2,1,1
dx,1,IRF1,2,1,1
dx,1,IRF2,3,0.5,1
dx,1,IRF2BPL,2,1,1
dx,1,IRF4,2,1,1
dx,1,IRS2,2,1,1
dx,1,IRX5,2,1,1
dx,1,ISG15,3,0.5,1
dx,1,ISG20,2,1,1
dx,1,ISOC1,2,1,1
dx,1,ITGA2B,2,1,1
dx,1,ITGA4,2,1,1
dx,1,ITGA5,2,1,1
dx,1,ITGB1BP2,2,1,1
dx,1,ITLN1,2,1,1
dx,1,ITM2A,1,1,1
dx,1,ITPKB,2,1,1
dx,1,ITSN1,2,1,1
dx,1,IVD,2,1,1
dx,1,JMJD4,1,1,1
